PLOT_YEAR,YEAR,GENOTYPE,PLOT,NTREATMENT,SUBPOPULATION,E,A,Ci,gsw,KERNELDRYWT_PERPLANT,DAYSTOSILK,AVGFLAGHT_CM
7370_2022,2022,INBRED141,7370,L,Broad origin-public ,0.002428637,13.20342203,232.4377915,0.093097945,41.9392875,74,190
7045_2022,2022,K201,7045,H,Broad origin-public ,0.003167673,17.31524898,246.4368006,0.134788248,25.71351429,84,176.5
7311_2022,2022,K201,7311,L,Broad origin-public ,0.002505972,24.62968654,172.0660266,0.143836666,21.503475,88,164.5
7058_2022,2022,K64,7058,H,Mixed,0.002560044,16.21833591,209.8790348,0.106523038,55.9395625,82,194
7400_2022,2022,K64,7400,L,Mixed,0.003071238,17.79223667,195.7283121,0.110630822,26.0176875,83,170.5
7090_2022,2022,L289,7090,H,Mixed,0.001325889,4.151335697,341.8045024,0.040724977,31.4116,74,194
7372_2022,2022,L289,7372,L,Mixed,0.001637678,8.932893013,220.3950706,0.05855608,29.77462857,74,177
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,0.001651575,23.43292079,90.45548405,0.114578054,47.9598625,76,193.5
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,0.002145609,16.56508136,257.4256271,0.132119582,47.5302,76,178.5
7072_2022,2022,LH145,7072,H,SS-B14,0.005311814,11.08561343,400.0461522,0.25351158,30.66082857,62,129
7396_2022,2022,LH145,7396,L,SS-B14,0.003382929,13.17457617,293.1666107,0.12805206,24.384375,64,112
7087_2022,2022,LH149,7087,H,SS-B73,0.003907732,20.55646684,284.7023912,0.200926666,64.232025,64,152.5
7097_2022,2022,B73,7097,H,SS-B73,0.004792638,26.77722972,219.3654045,0.198006645,67.9494,70,178
7378_2022,2022,LH149,7378,L,SS-B73,0.003546397,14.60342558,294.1477535,0.152785672,46.6336,64,132.5
7398_2022,2022,LH184,7398,L,Mixed,0.001857124,11.6752935,141.8701188,0.059273427,35.4711,77,124.5
7044_2022,2022,LH195,7044,H,SS-B73,0.00139154,11.01102482,218.3658897,0.070693093,56.384825,74,132.5
7352_2022,2022,LH195,7352,L,SS-B73,0.002924408,15.61279199,309.0498232,0.167804303,49.8140375,82,130
7107_2022,2022,LH210,7107,H,NSS-Mo17,0.004032081,27.45740377,160.8507141,0.159578936,60.3103875,74,194.5
7338_2022,2022,LH210,7338,L,NSS-Mo17,0.001887917,16.33325691,222.8420925,0.113386325,32.16385714,80,182
7076_2022,2022,LH231,7076,H,SS-B73,0.002764933,20.55511104,179.8413591,0.13617972,65.689125,67,147
7389_2022,2022,LH231,7389,L,SS-B73,0.00279714,12.91490088,283.2011123,0.119447419,44.6818375,69,118
7401_2022,2022,LH38,7401,L,NSS-Oh43,0.002297007,13.6553729,149.4094229,0.071074125,39.0729,67,104
7019_2022,2022,LH61,7019,H,NSS-Mo17,0.002500957,10.36302459,344.1840913,0.139384173,42.6570375,65,106.5
7342_2022,2022,C49A,7342,L,Broad origin-public ,0.001298098,0.553929667,472.0480815,0.073290113,26.648325,60,105.5
7329_2022,2022,LH61,7329,L,NSS-Mo17,0.002077087,16.03992467,279.9143831,0.142313702,45.7959,65,130.5
7084_2022,2022,INBRED141,7084,H,Broad origin-public ,0.002444483,19.42202537,164.5469293,0.108089783,60.262775,74,207
7064_2022,2022,LH184,7064,H,Mixed,0.002538844,12.35089378,259.5711905,0.103548163,49.628425,79,145
7001_2022,2022,LH82,7001,H,Mixed,0.003166227,18.29869537,300.6285555,0.194612587,41.8704,64,107.5
7071_2022,2022,H122w,7071,H,SS-B73,0.002133654,13.78313642,193.7395514,0.08339488,57.3231,72,167
7057_2022,2022,LH85,7057,H,Broad origin-public ,0.003163826,11.05770796,383.6988367,0.225574359,42.76045,61,111.5
7414_2022,2022,Mo13,7414,L,Broad origin-public ,0.003190148,21.86007713,147.7347443,0.12007223,20.89285714,88,158
7023_2022,2022,Mo24W,7023,H,Broad origin-public ,0.002103068,22.53449887,179.8523357,0.138660069,22.76905714,80,199.5
7339_2022,2022,Mo24W,7339,L,Broad origin-public ,0.002659074,15.98488233,299.7284458,0.161388637,24.93271429,82,184.5
7125_2022,2022,Mo30W,7125,H,Mixed,0.002162632,11.12218788,203.738145,0.070549391,10.373775,83,180.5
7423_2022,2022,Mo30W,7423,L,Mixed,0.003596519,20.36198881,210.7976365,0.138093351,10.0035,83,169
7078_2022,2022,Mo44,7078,H,Broad origin-public ,0.001958803,11.84474458,257.6825369,0.07896526,33.1942,52,206
7334_2022,2022,Mo44,7334,L,Broad origin-public ,0.001802092,12.06988945,300.8736076,0.116953223,13.40385,86,185
7070_2022,2022,MoG,7070,H,Mixed,0.00212291,8.764045742,297.5505737,0.094327851,50.9379375,78,205.5
7328_2022,2022,MoG,7328,L,Mixed,0.001752526,13.44238681,237.8615555,0.103551201,16.3467,82,192.5
7061_2022,2022,MS200,7061,H,Broad origin-public ,0.002717336,18.33584301,241.5278105,0.167475028,51.54645,67,114.5
7304_2022,2022,MS200,7304,L,Broad origin-public ,0.001520147,14.12719871,201.8551281,0.087027367,36.2232,65,122.5
7052_2022,2022,MS222,7052,H,SS-B37,0.003238703,18.69709418,308.2152773,0.213664725,60.2326125,75,131.5
7351_2022,2022,MS222,7351,L,SS-B37,0.002641747,14.05434945,305.0889559,0.150224749,40.1291125,78,135
7093_2022,2022,N28,7093,H,SS-BSSSC0,0.002520127,16.53925603,229.0596043,0.115597875,53.3292,74,159.5
7305_2022,2022,N28,7305,L,SS-BSSSC0,0.001221902,5.85985655,327.1614385,0.063177583,34.698625,80,145
7114_2022,2022,N501,7114,H,SS-BSSSC0,0.003116989,23.53496713,106.7341791,0.111836088,79.928475,67,175
7485_2022,2022,N501,7485,L,SS-BSSSC0,0.004224897,21.7288472,230.4449507,0.163681863,44.632,69,143.5
7094_2022,2022,N6,7094,H,Broad origin-public ,0.003259765,19.08674275,265.1123565,0.161318166,52.678175,71,146
7356_2022,2022,N6,7356,L,Broad origin-public ,0.00180903,11.91029923,288.1452224,0.104219439,37.7253,76,132.5
7032_2022,2022,NC232,7032,H,Mixed,0.001609653,13.80726685,212.9600931,0.100045008,64.7427,78,127.5
7377_2022,2022,NC232,7377,L,Mixed,0.002161669,11.79058175,180.6829593,0.077775064,47.8536375,86,132
7016_2022,2022,NC236,7016,H,Mixed,0.001312113,12.50545653,200.3274471,0.074877015,19.1219,83,126
7407_2022,2022,NC236,7407,L,Mixed,0.003225297,20.58280606,139.431141,0.122381988,21.8852625,83,131.5
7066_2022,2022,NC324,7066,H,SS-B37,0.001494338,10.60262604,295.1453736,0.096778787,43.589925,74,168.5
7036_2022,2022,ND249,7036,H,Broad origin-public ,0.001973984,6.615862579,393.9540027,0.12999274,46.249875,84,91.5
7214_2022,2022,Mo13,7214,H,Broad origin-public ,0.003975648,18.76866321,241.2607364,0.160366752,36.6912,84,164
7333_2022,2022,NC324,7333,L,SS-B37,0.002067991,12.43533371,310.9688199,0.131447441,27.051675,78,161.5
7327_2022,2022,ND249,7327,L,Broad origin-public ,0.001293593,6.260028268,372.5942572,0.087847446,25.418,55,95.5
7271_2022,2022,PHK93,7271,H,NSS-Oh43,0.00297418,15.64551728,224.4807647,0.102704782,44.3073,78,175
7050_2022,2022,W604S,7050,H,NSS-Mo17,0.002056984,9.034326766,309.7477113,0.099295097,51.35655,65,137.5
7354_2022,2022,ND259,7354,L,Broad origin-public ,0.002377459,7.176275515,390.3637391,0.147925537,40.291875,58,115
7041_2022,2022,NevehYaar159,7041,H,Mixed,0.003274786,18.69967501,262.5487924,0.164166975,61.803875,69,177
7406_2022,2022,NevehYaar159,7406,L,Mixed,0.003578561,20.88354776,196.767945,0.135739939,39.67226667,70,148.5
7068_2022,2022,NK807,7068,H,SS-B37,0.003430578,11.03018309,331.9617445,0.139714435,62.8063875,61,149.5
7095_2022,2022,Oh43,7095,H,NSS-Oh43,0.003887634,17.0974347,296.8840438,0.185377205,59.101125,69,137.5
7371_2022,2022,Oh43,7371,L,NSS-Oh43,0.00390976,23.43135599,248.0767947,0.186382431,70.05675,70,144.5
7047_2022,2022,Oh7B,7047,H,Mixed,0.002617302,14.28432795,277.3536125,0.138262498,60.4125,77,201.5
7382_2022,2022,Oh7B,7382,L,Mixed,0.003235627,16.98598695,184.0539828,0.118624681,31.3761,80,190
7258_2022,2022,OQ601,7258,H,IDT,0.003228158,17.020772,200.6597795,0.118150697,47.186175,65,142.5
7411_2022,2022,OQ601,7411,L,IDT,0.003325593,19.18996282,198.2609676,0.122762922,48.577575,66,144.5
7048_2022,2022,Pa468,7048,H,Broad origin-public ,0.002500677,17.40684361,283.8509809,0.158482564,58.5398,69,146.5
7410_2022,2022,PHK93,7410,L,NSS-Oh43,0.00329313,26.63643014,88.17249534,0.121578149,32.079925,81,161
7358_2022,2022,Pa468,7358,L,Broad origin-public ,0.002888401,16.73942032,232.2306392,0.121054261,44.9645,69,137.5
7301_2022,2022,PHEM9,7301,L,SS-B37,0.002909977,22.34601382,236.7724879,0.171856995,47.59895,63,122.5
7085_2022,2022,PHG80,7085,H,SS-B37,0.003209181,18.91794261,251.316914,0.150725394,52.08635,67,156
7353_2022,2022,PHG80,7353,L,SS-B37,0.002258441,17.34717781,226.4161224,0.124216781,46.10585714,69,156
7026_2022,2022,PHJ65,7026,H,Mixed,0.000916022,3.311125403,386.2591763,0.050021813,50.23414286,76,200
7345_2022,2022,PHJ65,7345,L,Mixed,0.00250638,17.3585529,281.3240843,0.15859853,43.03114286,78,185.5
7035_2022,2022,PHJ70,7035,H,Mixed,0.002323782,13.52371067,314.0352689,0.144899155,56.05,72,161.5
7383_2022,2022,PHJ70,7383,L,Mixed,0.004277288,17.37800195,268.8593788,0.171582113,35.9001875,74,175
7079_2022,2022,PHK56,7079,H,NSS-Oh43,0.004737497,24.17826126,283.4148559,0.239000862,77.0261375,69,164
7324_2022,2022,PHK56,7324,L,NSS-Oh43,0.002516316,20.76947732,284.0660115,0.209837335,38.3316,70,133
7009_2022,2022,PHK76,7009,H,NSS-Oh43,0.001997718,6.950727683,372.9683418,0.110887379,51.2930375,67,141.5
7373_2022,2022,PHK76,7373,L,NSS-Oh43,0.004685283,16.76565602,329.4285013,0.219584527,61.3985,64,138.5
7062_2022,2022,ND259,7062,H,Broad origin-public ,0.003298994,19.53571595,237.6391421,0.146185873,39.75508571,61,115
7010_2022,2022,PHEM9,7010,H,SS-B37,0.00245336,4.009096817,428.3310154,0.130092247,54.35495,65,111
7024_2022,2022,PHKM5,7024,H,Mixed,0.002304422,13.97502652,310.4025616,0.146503098,40.6231,62,106.5
7322_2022,2022,NK807,7322,L,SS-B37,0.001223419,10.20751324,252.999681,0.074371866,44.9980375,62,142
7051_2022,2022,R168,7051,H,Broad origin-public ,0.001796048,9.533914057,329.8995393,0.107931554,23.7216875,67,147.5
7063_2022,2022,PHN11,7063,H,IDT,0.003507093,15.54321361,310.8766321,0.168101063,55.4718125,63,114.5
7386_2022,2022,PHN11,7386,L,IDT,0.002321766,15.10674488,203.4232303,0.095857815,47.822325,64,111
7039_2022,2022,PHN47,7039,H,IDT,0.0016069,11.1813553,216.3297238,0.070465835,55.58845714,79,191.5
7360_2022,2022,PHN47,7360,L,IDT,0.002486774,17.56238388,201.9682577,0.114595425,24.0256,84,167
7060_2022,2022,PHP60,7060,H,Mixed,0.003820647,27.45782974,209.2245589,0.191909429,60.53171429,81,155
7367_2022,2022,PHP60,7367,L,Mixed,0.002307067,14.42923465,213.4786208,0.093963575,40.30942857,84,172
7170_2022,2022,PHPR5,7170,H,Mixed,0.004900557,22.19266706,266.5207644,0.204018441,67.468275,65,151.5
7408_2022,2022,PHPR5,7408,L,Mixed,0.002830299,19.56894282,138.3793379,0.100455166,53.09033333,67,142
7022_2022,2022,PHR25,7022,H,IDT,0.002157498,22.02021235,225.1711327,0.156070781,52.0938,61,114
7314_2022,2022,PHR25,7314,L,IDT,0.003700327,9.212261671,396.888689,0.208868085,47.4148125,58,123
7312_2022,2022,LH85,7312,L,Broad origin-public ,0.003989486,12.09125243,379.8251827,0.233351836,41.430625,58,120
7106_2022,2022,PHR32,7106,H,Mixed,0.003916072,25.16354106,162.4031819,0.145549892,45.3309125,76,190.5
7167_2022,2022,PHRE1,7167,H,SS-B37,0.003921535,20.70000855,224.7836151,0.15030401,37.344125,60,102.5
7420_2022,2022,PHRE1,7420,L,SS-B37,0.003794839,18.56224348,235.3752693,0.139065924,38.8409625,60,91
7043_2022,2022,PHT11,7043,H,SS-B37,0.003119762,12.30942787,338.7913707,0.169397801,59.8599,67,201
7359_2022,2022,PHT11,7359,L,SS-B37,0.003406702,13.86230696,324.2156311,0.158900895,48.8269375,74,179
7056_2022,2022,PHTE4,7056,H,SS-B37,0.003180968,10.58404356,351.031592,0.145130537,61.39125,64,133
7344_2022,2022,PHTE4,7344,L,SS-B37,0.00143129,3.784406332,392.6899495,0.075531396,42.8952375,64,136.5
7014_2022,2022,PHVA9,7014,H,SS-B37,0.001189151,5.437025904,326.3413153,0.068388996,49.537975,67,146.5
7357_2022,2022,PHVA9,7357,L,SS-B37,0.002234409,11.81219709,303.9432582,0.123486712,11.594,72,154.5
7002_2022,2022,PHW03,7002,H,Mixed,0.002573148,21.41272696,221.3644922,0.149470016,66.131625,64,167.5
7109_2022,2022,PHW17,7109,H,SS-B73,0.002216651,11.27184391,210.825517,0.07197583,62.153925,69,189.5
7313_2022,2022,PHW17,7313,L,SS-B73,0.002077017,12.93925008,271.4892562,0.110009777,52.47775,69,175.5
7325_2022,2022,PHKM5,7325,L,Mixed,0.00171945,15.24805148,263.3343783,0.122783857,41.02675,61,123.5
7350_2022,2022,PHR32,7350,L,Mixed,0.001191819,9.247311963,236.4099206,0.065000375,33.701225,77,158
7404_2022,2022,PHM10,7404,L,IDT,0.003134394,19.54058706,169.9142599,0.117357774,50.60295,69,123
7108_2022,2022,PHM10,7108,H,IDT,0.003082901,20.57817807,157.3014282,0.113393664,60.5740875,67,154.5
7384_2022,2022,PHW03,7384,L,Mixed,0.00337868,19.43546878,212.0836793,0.133117325,44.3982,65,175.5
7399_2022,2022,PHZ51,7399,L,Mixed,0.003059566,21.14866366,138.7640908,0.109475713,30.07251429,74,146
7073_2022,2022,PHZ51,7073,H,Mixed,0.003640397,19.00668625,272.0605832,0.171751729,58.201275,69,172
7306_2022,2022,R181B,7306,L,Broad origin-public ,0.002358487,21.63140601,201.3651853,0.138765519,45.36675,69,156.5
7243_2022,2022,SD42,7243,H,Broad origin-public ,0.004036897,18.20143462,252.1191014,0.165131626,56.9962,67,153.5
7413_2022,2022,SD42,7413,L,Broad origin-public ,0.002804004,18.04735462,156.4967535,0.097888,36.935925,69,146.5
7082_2022,2022,Va26,7082,H,NSS-Oh43,0.004542463,21.50164223,296.972859,0.230472023,60.7449375,70,197.5
7341_2022,2022,Va26,7341,L,NSS-Oh43,0.002228554,15.70049451,276.5844454,0.136463648,71.432125,71,180.5
7318_2022,2022,R168,7318,L,Broad origin-public ,0.001456441,7.161442958,331.6570718,0.082261117,21.85855714,65,147.5
7083_2022,2022,Va85,7083,H,Mixed,0.002228767,7.345867636,310.347136,0.087820494,65.91375,76,203
7364_2022,2022,Va85,7364,L,Mixed,0.002767059,18.75981996,217.9779815,0.127800517,47.640075,78,157
7086_2022,2022,Va99,7086,H,Mixed,0.002219996,13.79748532,211.3441224,0.090587913,68.573525,72,157.5
7392_2022,2022,Va99,7392,L,Mixed,0.002039408,13.89008498,162.549713,0.079840362,48.5095,71,133.5
7038_2022,2022,W117HT,7038,H,Broad origin-public ,0.001717601,9.268970627,347.5466269,0.11888422,42.5398875,61,101.5
7402_2022,2022,W117HT,7402,L,Broad origin-public ,0.003822333,18.88728101,241.8933746,0.144590696,29.0297375,61,86.5
7015_2022,2022,R181B,7015,H,Broad origin-public ,0.000768459,2.858419752,301.9828169,0.042693126,51.337975,72,164.5
7381_2022,2022,W32,7381,L,Broad origin-public ,0.004455215,16.77406377,285.5237604,0.173383493,56.83125,67,140.5
7053_2022,2022,W32,7053,H,Broad origin-public ,0.003077789,12.56349464,337.9581937,0.146978461,50.01566667,74,139.5
7365_2022,2022,R134,7365,L,Broad origin-public ,0.001966516,14.03634562,166.5066625,0.076614329,33.2061,78,175
7075_2022,2022,R134,7075,H,Broad origin-public ,0.002246984,16.42808317,197.2815271,0.092987483,79.2072,76,192.5
7013_2022,2022,ZS01250,7013,H,Mixed,0.00151409,7.921050583,302.498167,0.075053885,45.9484375,64,119.5
7332_2022,2022,WU-TAN-TZAO,7332,L,Mixed,0.002108438,23.96360609,200.6902152,0.154253254,43.7106,73,165.5
7375_2022,2022,ZS01250,7375,L,Mixed,0.00411432,23.65314717,259.0048951,0.230055744,42.6924,65,121
7403_2022,2022,W802G,7403,L,Mixed,0.002710416,16.40764224,163.1327832,0.099164411,7.0495875,63,91
7030_2022,2022,W802G,7030,H,Mixed,0.002974206,11.79095806,383.3115666,0.245457465,9.580125,63,89
7310_2022,2022,W604S,7310,L,NSS-Mo17,0.001828443,6.166746645,372.6128681,0.096810443,40.316325,64,134
7532_2022,2022,W601S,7532,L,NSS-Mo17,0.003259652,20.27876571,169.1433238,0.118032859,35.0250875,71,107.5
7112_2022,2022,W601S,7112,H,NSS-Mo17,0.004907146,31.38862974,179.8479921,0.202836192,44.488275,69,110.5
7105_2022,2022,WU-TAN-TZAO,7105,H,Mixed,0.003570945,21.16567557,177.3381005,0.139049742,61.43908571,69,176.5
7118_2023,2023,787,7118,L,Mixed,0.002995243,28.91371908,171.7348539,0.160752138,52.59,94,163
7555_2023,2023,52220,7555,H,Mixed,0.003141541,21.48595268,246.9860152,0.159317127,22.96,88,84
7097_2023,2023,52220,7097,L,Mixed,0.001636115,16.40053711,150.7238293,0.083631567,22.72,84,158
7494_2023,2023,A,7494,H,Broad origin-public ,0.001665975,14.99403485,177.6209577,0.083747683,12.13,93,134
7242_2023,2023,A321,7242,L,Broad origin-public ,0.001432204,11.97975909,321.2557788,0.114285986,14.11,79,98
7462_2023,2023,A321,7462,H,Broad origin-public ,0.001653875,14.88591551,156.2316035,0.078226617,39.8,84,121
7120_2023,2023,A415-1-3INBRED,7120,L,Mixed,0.002680814,23.03895104,210.0740271,0.15067994,26.95,86,172
7327_2023,2023,A415-1-3INBRED,7327,H,Mixed,0.00237824,20.67470452,192.8355423,0.119679482,25.12,85,182
7383_2023,2023,A674,7383,H,Mixed,0.0020338,18.91554206,180.5752239,0.107771905,31.89,74,108
7102_2023,2023,A654,7102,L,Broad origin-public ,0.002922875,14.15766678,306.9776165,0.149251548,26.07,66,100
7018_2023,2023,A659,7018,L,Broad origin-public ,0.001746709,9.100742508,380.0816958,0.089110542,17.54,77,124
7371_2023,2023,A659,7371,H,Broad origin-public ,0.002096055,21.77996121,152.9589206,0.114182894,34.51,77,147
7226_2023,2023,A674,7226,L,Mixed,0.000696333,1.078512953,434.540843,0.034547688,24.68,75,83
7198_2023,2023,AM0776,7198,L,IDT,0.001599546,12.43178977,223.5447015,0.074739844,61.37,74,130
7430_2023,2023,AM0776,7430,H,IDT,0.002750256,23.19866627,140.8327698,0.12038275,61.59,84,160
7137_2023,2023,B10,7137,L,SS-BSSSC0,0.002639714,17.6080492,244.0007789,0.134465509,27.17,87,134
7404_2023,2023,B108,7404,H,Mixed,0.001582614,11.45354318,239.0494369,0.079620668,43.73,77,151
7133_2023,2023,ZS01250,7133,L,Mixed,0.002692116,19.50991141,247.7829025,0.146697138,33.5,69,104
7511_2023,2023,B73,7511,H,SS-B73,0.001230282,12.86398071,143.5733641,0.061115419,18.55,91,159
7022_2023,2023,CO125,7022,L,Broad origin-public ,0.004997749,8.253284047,325.8367864,0.272044865,16.16,66,102
7124_2023,2023,B108,7124,L,Mixed,0.002037578,19.2750415,174.4235064,0.107121416,46,85,160
7178_2023,2023,C123,7178,L,Mixed,0.001814745,17.45499251,146.804264,0.089239754,41.35,74,109
7075_2023,2023,B73,7075,L,SS-B73,0.001825311,18.25623922,117.6503348,0.086438183,28.02,84,142
7110_2023,2023,B73,7110,L,SS-B73,0.001156362,12.3313067,118.5557351,0.053728113,44.37,85,148
7090_2023,2023,B73,7090,L,SS-B73,0.001872665,19.42550146,113.8436005,0.090421799,42.01,87,141
7396_2023,2023,A654,7396,H,Broad origin-public ,0.002928796,19.13168428,267.8775997,0.152710157,42.16,70,99
7520_2023,2023,B73,7520,H,SS-B73,0.001292203,15.61814318,67.23254868,0.063375494,48.58,89,161
7258_2023,2023,B73,7258,L,SS-B73,0.001623959,14.65290841,158.6061763,0.09060337,55.42,86,148
7446_2023,2023,B73,7446,H,SS-B73,0.002221962,22.54118232,104.2484731,0.101634616,56.23,83,163
7523_2023,2023,B77,7523,H,Mixed,0.002026112,17.85196717,185.7137612,0.0991508,13.04,94,166
7059_2023,2023,B79,7059,L,Mixed,0.001818332,18.05799214,135.8438655,0.085774376,71.67,74,186
7023_2023,2023,B8,7023,L,Broad origin-public ,0.001849526,10.53386504,282.1604501,0.094759748,24.99,66,118
7429_2023,2023,B8,7429,H,Broad origin-public ,0.002501428,19.28394433,187.9661087,0.113721282,54.32,71,123
7086_2023,2023,C102,7086,L,Mixed,0.002079681,17.6692875,196.618221,0.112473605,33.91,85,171
7549_2023,2023,C102,7549,H,Mixed,0.003798684,25.06819366,411.9972039,0.219083704,38.69,91,170
7314_2023,2023,C123,7314,H,Mixed,0.003498684,24.11819366,361.108704,0.235583705,31.96,75,120
7207_2023,2023,C49A,7207,L,Broad origin-public ,0.002183951,13.12063462,296.0153585,0.109084648,19.45,67,87
7459_2023,2023,C49A,7459,H,Broad origin-public ,0.002434292,26.42027298,99.14374541,0.120923557,33.96,74,120
7012_2023,2023,CI_91B,7012,L,Mixed,0.000818345,4.876308495,313.0796332,0.038412323,22.61,85,120
7431_2023,2023,CI_91B,7431,H,Mixed,0.001906742,13.23901818,216.5018553,0.0843437,29.68,88,134
7054_2023,2023,CM37,7054,L,Broad origin-public ,0.000474507,2.638240662,289.7408079,0.02230821,14.62,62,97
7427_2023,2023,CM37,7427,H,Broad origin-public ,0.001946487,15.46493285,196.5594213,0.092063933,22.11,64,84
7058_2023,2023,CM99,7058,L,SS-B14,0.001233252,0.183,440.1733551,0.05397077,18.16,65,114
7323_2023,2023,CM99,7323,H,SS-B14,0.000926547,0.456549668,460.0198116,0.043181631,18.77,64,109
7379_2023,2023,B73,7379,H,SS-B73,0.001736472,17.11321293,147.7339609,0.085534455,37.77,83,144
7043_2023,2023,B73,7043,L,SS-B73,0.001406231,12.9834289,168.5526624,0.07085688,28.46,84,142
7013_2023,2023,B73,7013,L,SS-B73,0.001158146,13.68652863,119.0115678,0.053968852,19.95,82,134
7249_2023,2023,Mo24W,7249,L,Broad origin-public ,0.001912391,11.54906116,233.3205494,0.113515268,33,91,182
7414_2023,2023,L289,7414,H,Mixed,0.000717726,3.859782377,291.5970387,0.032694011,32.52,84,171
7008_2023,2023,CO236,7008,L,Broad origin-public ,0.000941229,1.830348394,417.1117669,0.045214936,24.55,72,113
7342_2023,2023,DE3,7342,H,NSS-Oh43,0.001866445,17.09434953,164.5969126,0.087637531,41.52,82,122
7121_2023,2023,DK3IIH6,7121,L,IDT,0.00216566,15.69363473,246.7190615,0.115907347,37.85,76,141
