PLOT_YEAR,YEAR,GENOTYPE,PLOT,NTREATMENT,SUBPOPULATION,ID,Blue,Green,NIR,Red,RedEdge,SAVIMASK,NDVI,GNDVI,RDVI,NLI,CVI,MSR,NDI,NDVIRedge,PSRI,CIRedge,MTCI,DAP
7372_2022,2022,L289,7372,L,Mixed,7372_2022_91,2.088675799,1.338043643,0.434285563,2.413969309,1.505412271,0.105793265,-1.586597254,-0.948642619,-0.556157135,-0.98380554,-0.94298143,-1.524031521,-1.714444734,-1.08848811,1.859899715,-1.063681181,-0.75278063,91
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,7021_2022_12,0.349307609,-0.156262879,-0.128640828,-0.058875657,0.000253025,,-0.149481835,0.116801757,-0.186176905,-0.188789384,0.091296628,-0.154177217,0.225372386,-0.469707705,-0.751645492,-0.473434961,-0.532157651,12
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,7021_2022_33,0.216240169,0.014032684,-0.339352284,0.088167953,-0.08746868,-0.374347607,-0.308612365,-0.314978291,-0.36198926,-0.426758485,-0.398806864,-0.356722176,-0.365716115,-0.248149866,0.13351564,-0.283928217,0.01434764,33
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,7021_2022_40,0.911826854,0.811475015,-0.426965621,0.894657047,0.837371557,-0.940894452,-0.941851006,-0.924893486,-0.929936091,-0.922803294,-0.886021912,-0.927358563,-0.832974872,-0.978246816,0.751984551,-0.958230792,-0.93047684,40
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,7021_2022_45,0.166095132,-0.10496499,-0.859290424,0.198681514,-0.141693482,-0.697359286,-0.596255596,-0.521964262,-0.703104627,-0.779849529,-0.582506956,-0.634378801,-0.532858265,-0.651870684,0.492533378,-0.668319225,-0.663674445,45
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,7021_2022_55,0.248752888,0.228169426,-0.340794957,0.480071949,0.277506879,0.112562086,-0.663800295,-0.551333482,-0.645338433,-0.693189029,-0.646006507,-0.767649562,-0.660036872,-0.718205849,0.814990184,-0.753276783,-0.629104223,55
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,7021_2022_62,-0.780750899,-0.393781662,-0.484397939,-0.308970797,-0.509923123,-0.2586202,0.084110178,0.013397511,-0.261496536,-0.041015672,-0.184688547,-0.09046181,-0.019156376,0.070865924,0.281957604,-0.039228255,-0.040365637,62
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,7021_2022_68,-0.702843284,-0.537143948,-0.531393517,-0.479923961,-0.669183594,0.278615513,0.333082463,0.25444213,-0.053856225,0.204372557,0.019313881,0.191353327,0.230530448,0.317467638,-0.095162937,0.206319491,0.170750836,68
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,7021_2022_74,-0.589618705,-0.510446145,-0.494685699,-0.50778263,-0.409763869,0.284093847,0.209621399,0.064359613,-0.266566116,0.039162414,-0.171750273,0.045677007,0.31587682,-0.08552092,-0.257802535,-0.19450544,-0.40180326,74
7021_2022,2022,LH123HT,7021,H,NSS-Oh43,7021_2022_91,-0.009242732,-0.088820306,0.661442717,-0.283185747,-0.246351033,0.105793265,0.468600507,0.449748416,0.655369309,0.557603716,0.225068457,0.374139157,0.140948279,0.61220989,-0.413124055,0.519741563,0.53827276,91
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,7337_2022_12,-1.297414998,-1.534545772,-1.467703524,-1.694750579,-1.585608816,,1.337065726,1.064722473,0.856537279,-0.9251447,1.068282032,1.341165301,0.812912388,1.190227627,-0.503207157,1.191477035,0.045848083,12
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,7337_2022_33,-0.328724614,-0.315170677,0.458356503,-0.566619177,-0.46252622,0.903458382,0.829277215,0.739840722,0.90344142,0.895329414,0.67461943,0.808252224,0.533035965,1.018450481,-0.813201145,1.011117974,0.72599274,33
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,7337_2022_40,-0.696756099,-1.02978972,-2.401662588,-0.64508856,-1.27249511,-0.419421556,-0.026333007,0.103994848,-0.402412544,-0.609611503,-0.044643777,-0.107507695,-0.231957059,0.104314257,0.149840891,0.043504443,0.34721448,40
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,7337_2022_45,-1.20378062,-1.375942467,-0.957931506,-1.090278529,-1.430089886,0.509425393,0.492003841,0.449821374,0.085509705,0.003980008,0.223966037,0.371088129,0.48228488,0.398631721,-0.487338886,0.309045662,-0.059951696,45
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,7337_2022_55,-0.621873068,-0.304654256,-0.006422307,-0.588273909,-0.328095301,0.112562086,0.596523085,0.343780726,0.431512868,0.551884345,0.111973477,0.477305503,0.635861286,0.406817926,-0.524752486,0.311144407,-0.075991785,55
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,7337_2022_62,-0.964636525,0.116428239,0.514153621,-0.938960826,0.064215179,0.630575246,0.843931349,0.309094394,0.694457447,0.798966625,0.094180774,0.930495772,1.114128933,0.372112028,-0.705468982,0.265534352,-0.081011496,62
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,7337_2022_68,-1.203071136,-0.790917243,0.16743313,-1.140471679,-0.865713581,0.288308439,1.079396049,0.775101897,0.751657035,1.020937518,0.675204316,1.463704763,1.422131195,0.842098247,-1.160887184,0.815416868,0.417557012,68
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,7337_2022_74,-0.716326928,-0.148119685,0.396701604,-0.877981262,-0.15954961,0.314347555,0.872234501,0.514006681,0.661518829,0.822297092,0.338482192,1.021460956,1.058242464,0.63671384,-0.966481256,0.580897199,0.172312021,74
7337_2022,2022,LH123HT,7337,L,NSS-Oh43,7337_2022_91,0.325792007,0.732364262,1.45878925,0.123097866,0.888914883,0.105793265,0.392575449,0.126094695,1.095398093,0.660836685,-0.126454695,0.272089198,0.651175182,0.021625856,-0.375002886,-0.115786372,-0.282262567,91
7072_2022,2022,LH145,7072,H,SS-B14,7072_2022_12,-0.357716019,-0.198786487,0.539325104,-0.050244131,0.158873998,,1.341552898,1.24250206,1.582381609,1.166462424,1.256969188,1.345711791,0.781622305,1.230345792,0.157403976,1.232082621,0.092718042,12
7072_2022,2022,LH145,7072,H,SS-B14,7072_2022_33,-0.798918989,-0.882758645,-0.677791789,-0.703190496,-0.643565467,0.292924341,0.381809336,0.611179671,0.158115188,-0.013987975,0.530358726,0.331805956,0.600045596,0.09690427,-0.43474006,0.055477052,-0.788365867,33
7072_2022,2022,LH145,7072,H,SS-B14,7072_2022_40,-0.608815107,-0.664105539,0.629948026,-0.549896284,-0.501161367,1.02314374,0.642191641,0.835936946,0.701429694,0.68138811,0.729662603,0.573070115,0.453527885,0.731457502,-0.362040867,0.685033658,0.779464094,40
7072_2022,2022,LH145,7072,H,SS-B14,7072_2022_45,-0.127520126,0.231596396,1.776637824,-0.02500069,0.730859559,1.207011414,0.759068683,0.941926385,1.127898368,1.151910419,0.776864006,0.660755321,0.567048505,0.834908692,-0.382504845,0.768567761,0.706684232,45
7072_2022,2022,LH145,7072,H,SS-B14,7072_2022_55,-0.911151175,-1.016894727,-0.936745972,-0.862998476,-0.935446254,0.112562086,0.555853192,0.556898294,-0.209958999,0.178346713,0.345468935,0.426114052,0.575223399,0.385774446,-0.609166999,0.2888515,-0.060956305,55
7072_2022,2022,LH145,7072,H,SS-B14,7072_2022_62,0.327993142,-0.127300965,0.382620393,0.069441231,-0.164816769,0.467620734,0.168276219,0.414010753,0.308189326,0.26885312,0.202120531,0.006741167,-0.205942164,0.458522563,-0.139342765,0.356874648,0.479871379,62
7072_2022,2022,LH145,7072,H,SS-B14,7072_2022_68,0.019884146,-0.19272717,0.740199297,-0.081689873,-0.129043904,0.288308439,0.255144309,0.489697465,0.515967079,0.378571582,0.291668826,0.088200843,-0.068889649,0.476279363,-0.101963375,0.38165618,0.513186447,68
7072_2022,2022,LH145,7072,H,SS-B14,7072_2022_74,0.634316935,0.335265489,0.688431559,0.265616104,0.772229461,0.314347555,0.200142349,0.355139598,0.580171181,0.432455217,0.144154853,0.033928557,0.230897578,0.004521102,-0.370756935,-0.104634014,-0.25046374,74
7072_2022,2022,LH145,7072,H,SS-B14,7072_2022_91,-0.809804921,-1.066008538,-1.165244871,-0.599713533,-0.984892802,0.105793265,0.127213289,0.430909702,-0.686380266,-0.194979798,0.202792164,-0.056756079,-0.207663048,0.283774826,0.044357124,0.15281231,0.237491089,91
7396_2022,2022,LH145,7396,L,SS-B14,7396_2022_12,0.889728056,0.961611185,0.801305139,0.671260596,0.798476743,,-0.016530857,-0.819008544,0.258023699,0.81499967,-0.827195105,-0.021311758,0.31505513,-0.360895015,-0.68889819,-0.365196912,-0.529890329,12
7396_2022,2022,LH145,7396,L,SS-B14,7396_2022_33,1.269195287,1.383567374,1.231393388,1.1908305,1.393157387,0.090026035,-0.574482056,-0.748571323,-0.190710696,0.041038075,-0.77595882,-0.608258028,-0.688516304,-0.420790139,0.548998364,-0.450195075,0.26340013,33
7396_2022,2022,LH145,7396,L,SS-B14,7396_2022_40,0.459647444,0.469834717,-0.055363421,0.384214259,0.331237577,-0.026028194,-0.392962779,-0.473012602,-0.359726579,-0.38776659,-0.546622848,-0.44977739,-0.457929745,-0.351094156,0.301358102,-0.393186118,-0.220820086,40
7396_2022,2022,LH145,7396,L,SS-B14,7396_2022_45,0.175107152,0.26968397,-0.143648141,0.024487912,0.074213174,0.349706169,-0.082042179,-0.267605408,-0.102657329,-0.13091143,-0.400821019,-0.190083897,-0.065353721,-0.16606582,-0.112605671,-0.237161971,-0.411953739,45
7396_2022,2022,LH145,7396,L,SS-B14,7396_2022_55,0.389377244,0.138058123,-0.805905763,0.002697274,-0.344246574,0.093620955,-0.391331988,-0.847610538,-0.744178875,-0.659101796,-0.83688936,-0.546415127,-0.508013368,-0.353787189,-0.137179893,-0.434809891,-0.237031201,55
7396_2022,2022,LH145,7396,L,SS-B14,7396_2022_62,1.808844066,1.602499746,-0.376302104,1.526042966,1.692146536,-0.779310307,-1.077583512,-1.551254664,-0.70737014,-0.85695181,-1.21282119,-1.16740014,-0.455268141,-1.612661762,0.344931289,-1.426889544,-1.490535342,62
7396_2022,2022,LH145,7396,L,SS-B14,7396_2022_68,1.650268785,1.358747058,-0.524906339,1.485099829,1.409170803,-0.078970227,-1.399993532,-1.390486519,-1.125343245,-1.304800887,-1.190087393,-1.431790739,-1.242807103,-1.437196493,1.074971229,-1.335371758,-1.206172267,68
7396_2022,2022,LH145,7396,L,SS-B14,7396_2022_74,0.93858129,0.36965033,-0.775711246,0.801388851,-0.013666279,0.145754503,-1.001884285,-1.035962162,-0.955182311,-1.010322298,-1.030120269,-1.138984028,-1.052522482,-0.907648204,0.641556129,-0.939474969,-0.651553605,74
7396_2022,2022,LH145,7396,L,SS-B14,7396_2022_91,1.172004946,0.562136175,-0.940472944,1.191286283,0.640461012,0.105793265,-1.33723536,-1.150112511,-1.241988156,-1.303542778,-1.053933134,-1.359258825,-1.106550226,-1.263116544,1.000662347,-1.190012605,-1.067612053,91
7087_2022,2022,LH149,7087,H,SS-B73,7087_2022_12,-1.458328983,-1.663873829,-1.227641178,-1.298249682,-1.378339225,,0.759585743,1.754904895,0.364284058,-0.926379806,1.81079662,0.757709199,-0.033598247,1.201155831,0.697671641,1.20253628,0.719642963,12
7087_2022,2022,LH149,7087,H,SS-B73,7087_2022_33,-1.573776279,-1.508082955,-1.33997186,-1.503460832,-1.504988301,0.182499301,0.975488131,0.956287944,0.460360886,0.177501441,0.92667391,0.969600784,1.324455828,0.52645153,-1.102430406,0.491722344,-0.984131906,33
7087_2022,2022,LH149,7087,H,SS-B73,7087_2022_40,-1.167507097,-1.108005756,-0.334126921,-1.069859433,-0.945648424,0.487006192,0.93656043,0.949276034,0.796650148,0.749631356,0.865993614,0.899459637,1.073334232,0.744871029,-0.847736386,0.699297552,0.272392775,40
7087_2022,2022,LH149,7087,H,SS-B73,7087_2022_45,-0.774441927,-0.363947271,1.997516243,-0.75402542,0.352993066,1.326555842,1.382437063,1.453299726,1.705940565,1.724951046,1.498843489,1.426499923,1.47923166,1.263693123,-1.257376192,1.256285219,0.430745704,45
7087_2022,2022,LH149,7087,H,SS-B73,7087_2022_55,-1.145923167,-1.195247756,-0.171123747,-1.128469947,-1.011389021,0.112562086,1.141832174,1.340213172,0.690419466,1.007017489,1.467036588,1.27533834,1.117921403,1.223247309,-1.060188327,1.262419388,0.894359281,55
7087_2022,2022,LH149,7087,H,SS-B73,7087_2022_62,-0.084201205,-0.492213046,0.416072446,-0.15249223,-0.405795272,0.674164306,0.318279104,0.728551531,0.396548004,0.386663396,0.55812413,0.188537356,-0.126609666,0.677265386,-0.086076207,0.59647276,0.720233241,62
7087_2022,2022,LH149,7087,H,SS-B73,7087_2022_68,-0.366831828,-0.790175438,0.011944546,-0.407308163,-0.715705724,0.288308439,0.384672141,0.712876099,0.246991738,0.359060949,0.586027346,0.262045755,0.056131191,0.633938593,-0.276455954,0.563266271,0.677896105,68
7087_2022,2022,LH149,7087,H,SS-B73,7087_2022_74,0.689589852,0.394873722,1.405997723,0.748092504,0.998050266,0.314347555,0.187821675,0.808231735,1.054754436,0.614515353,0.746704843,0.018734527,-0.164898607,0.477150113,0.345613007,0.398268168,0.594494741,74
7087_2022,2022,LH149,7087,H,SS-B73,7087_2022_91,-0.837691093,-1.305701079,-0.74420294,-0.731658105,-1.375999803,0.105793265,0.40003357,0.938125153,-0.27616258,0.162214798,0.899007133,0.281934445,-0.510786705,1.000495957,-0.014071356,1.004121488,1.30225135,91
7378_2022,2022,LH149,7378,L,SS-B73,7378_2022_12,-0.865965912,-0.727174435,-0.973160172,-0.822056719,-0.765160665,,0.004817354,0.030378932,-0.310573541,-0.992573028,0.004599056,3.85181E-05,0.391283068,-0.409116666,0.149764022,-0.413179366,-0.613312217,12
7378_2022,2022,LH149,7378,L,SS-B73,7378_2022_33,-0.448685418,-0.119683111,1.001612374,-0.492132243,-0.111604302,1.070578634,1.015287575,0.890041083,1.238305951,1.301847247,0.848249076,1.01402848,0.814928591,1.103694283,-0.778213319,1.103341875,0.473211652,33
7378_2022,2022,LH149,7378,L,SS-B73,7378_2022_40,-0.823735133,-0.731487815,0.552225658,-0.865517775,-0.706090358,0.700301501,0.932355704,0.87538263,0.949265264,0.938998983,0.776558731,0.894669633,0.892791842,0.896244051,-0.888877746,0.86192029,0.670402453,40
7378_2022,2022,LH149,7378,L,SS-B73,7378_2022_45,-0.777917847,-0.785278158,-0.119835772,-0.83641109,-0.799746874,0.734616834,0.653702976,0.553505404,0.472615933,0.454735357,0.330767998,0.54404715,0.616423717,0.586252625,-0.727351414,0.502391565,0.133804242,45
7378_2022,2022,LH149,7378,L,SS-B73,7378_2022_55,0.198974515,0.516877476,1.428180413,0.015935666,0.676601421,0.112562086,0.480004297,0.381353641,1.224277659,0.859250426,0.151360342,0.333188018,0.458443059,0.353312664,-0.426773836,0.254661129,-0.01755218,55
7378_2022,2022,LH149,7378,L,SS-B73,7378_2022_62,1.208044312,1.392464697,0.727598557,0.980792364,1.627403555,0.639526712,-0.253797306,-0.512496651,0.316647829,0.060725735,-0.602476193,-0.450154353,0.00604464,-0.642175234,0.063244292,-0.685498796,-0.776471132,62
7378_2022,2022,LH149,7378,L,SS-B73,7378_2022_68,-0.011317809,-0.086163501,-0.496725168,-0.049578393,0.063200911,0.26897799,-0.055527872,-0.134616357,-0.273233624,-0.142377216,-0.36129192,-0.284620196,0.018800924,-0.312966485,-0.059845592,-0.42310381,-0.508819559,68
7378_2022,2022,LH149,7378,L,SS-B73,7378_2022_74,0.262165015,0.197650162,0.063840587,0.222113111,0.333803297,0.314347555,-0.058798617,-0.043005023,0.033582509,0.050505583,-0.276936196,-0.268436945,-0.048376116,-0.23207502,0.046169625,-0.337030355,-0.40050025,74
7378_2022,2022,LH149,7378,L,SS-B73,7378_2022_91,0.591790594,0.360010078,-0.125544112,0.502148432,0.372093363,0.105793265,-0.406832871,-0.40294671,-0.275562083,-0.297491197,-0.583448805,-0.614711888,-0.422894647,-0.436693409,0.338033017,-0.540767992,-0.483718187,91
7064_2022,2022,LH184,7064,H,Mixed,7064_2022_12,-0.331163543,-0.517431504,-0.188084638,-0.260133846,-0.209541852,,0.267057734,0.81501509,0.222983415,-0.06389148,0.806207936,0.262662067,0.238198937,0.156198983,0.081825563,0.150884271,-0.155641753,12
7064_2022,2022,LH184,7064,H,Mixed,7064_2022_33,-1.087634688,-0.937640257,-0.623809053,-1.118036401,-0.704354454,0.512115422,0.897982919,0.730883139,0.626294729,0.457201997,0.664444153,0.883709403,1.468016048,0.232310327,-1.324994671,0.191318267,-1.532169465,33
7064_2022,2022,LH184,7064,H,Mixed,7064_2022_40,-0.612527217,-0.256304748,0.751267776,-0.633206789,0.263683406,0.415808269,0.750013307,0.487647261,0.819642007,0.80827477,0.339645806,0.690556099,1.426168213,0.068517229,-1.205379244,0.008325048,-1.007845227,40
7064_2022,2022,LH184,7064,H,Mixed,7064_2022_45,-0.072160698,0.331414262,0.718099005,0.011168094,0.938994519,0.520791554,0.318920862,0.265343916,0.462498407,0.476734753,0.045222271,0.193645258,0.676754578,-0.111353843,-0.481234302,-0.186453385,-1.233279494,45
7064_2022,2022,LH184,7064,H,Mixed,7064_2022_55,-0.335612082,0.223545892,0.667139826,-0.29933054,0.709842794,0.112562086,0.531500214,0.206724608,0.807592291,0.698977559,-0.025710034,0.395923142,1.023044146,-0.30586767,-0.613937258,-0.391191351,-1.343537572,55
7064_2022,2022,LH184,7064,H,Mixed,7064_2022_62,0.336574293,1.364974897,0.808704394,-0.070103107,1.508456758,0.5844871,0.398757121,-0.435039967,0.668017686,0.539448178,-0.546428797,0.290943033,0.965106374,-0.49562087,-0.686347927,-0.560508877,-0.90931301,62
7064_2022,2022,LH184,7064,H,Mixed,7064_2022_68,-0.072467071,0.758423786,1.291217098,-0.382229608,1.139360955,0.288308439,0.608344253,-0.048335582,1.003387886,0.768399054,-0.283494273,0.593411559,1.241526357,-0.261317409,-0.9710204,-0.375179277,-0.845627131,68
7064_2022,2022,LH184,7064,H,Mixed,7064_2022_74,0.495399819,2.19649038,2.044050468,0.349717512,2.941440269,0.314347555,0.640453983,0.017067266,1.67707647,1.029254153,-0.218788059,0.640876805,1.424290589,-0.563069191,-0.649893027,-0.642838635,-1.370234485,74
7064_2022,2022,LH184,7064,H,Mixed,7064_2022_91,-0.558988371,0.263532727,0.549273297,-0.680480382,0.290766956,0.105793265,0.744590143,0.071859909,0.727073769,0.739692578,-0.179420191,0.779441686,1.377649479,0.048337475,-0.938805869,-0.089325312,-0.415082176,91
7398_2022,2022,LH184,7398,L,Mixed,7398_2022_12,0.938751025,0.747844481,0.931700763,0.4874237,0.764708825,,0.762487113,-0.174282509,1.116612291,1.300529781,-0.199171371,0.760632408,0.900957899,0.213316448,-1.258728587,0.208064587,-0.592809941,12
7398_2022,2022,LH184,7398,L,Mixed,7398_2022_33,0.596507692,0.806000334,0.108484437,0.592024474,0.977713988,-0.610690571,-0.585182135,-0.948095645,-0.495070032,-0.447798751,-0.938703791,-0.618233538,-0.066276984,-1.055745334,0.065749231,-1.042280712,-1.676478753,33
7398_2022,2022,LH184,7398,L,Mixed,7398_2022_40,1.295441591,1.775214284,0.828406468,1.092188998,2.094711539,-0.633619652,-0.78119581,-1.292244955,-0.599005719,-0.52379367,-1.132429252,-0.791584909,0.029338306,-1.472371507,-0.149005977,-1.376311625,-2.350982207,40
7398_2022,2022,LH184,7398,L,Mixed,7398_2022_45,0.907775911,1.549971496,-0.062664825,0.784733007,1.737167293,-0.749384664,-0.632483644,-1.12389937,-0.521537728,-0.50437668,-0.948524653,-0.663907737,0.152000707,-1.36343269,-0.13824249,-1.24363248,-2.786339701,45
7398_2022,2022,LH184,7398,L,Mixed,7398_2022_55,0.690628377,0.769723774,-1.015266356,0.306323583,0.48700723,0.112562086,-0.839810322,-1.831461743,-1.174682673,-1.16585335,-1.327248994,-0.900326766,-0.183300167,-1.73380604,-0.173489762,-1.532836894,-2.306964176,55
7398_2022,2022,LH184,7398,L,Mixed,7398_2022_62,1.632923942,2.211210402,-0.555778879,1.182136013,2.52456797,-0.653566024,-0.947235753,-2.197882492,-0.756872653,-0.829693432,-1.491867854,-1.066191182,0.30911088,-2.399539209,-0.152362775,-1.936160047,-2.244782629,62
7398_2022,2022,LH184,7398,L,Mixed,7398_2022_68,0.930198696,1.798004958,0.02765849,0.599889137,2.297934359,0.1111126,-0.486784606,-1.446394747,-0.291442997,-0.398977938,-1.217044805,-0.72060976,0.43296174,-1.781306489,-0.228880543,-1.572401948,-2.011896923,68
7398_2022,2022,LH184,7398,L,Mixed,7398_2022_74,0.645336398,1.573433209,-0.265528209,0.339999816,1.239430431,0.199731001,-0.321050715,-1.501764756,-0.310652839,-0.266741135,-1.283080778,-0.542581236,0.46780916,-1.558353829,-0.385447349,-1.446806261,-1.985376969,74
7398_2022,2022,LH184,7398,L,Mixed,7398_2022_91,0.924671977,1.933066749,0.888453048,0.497581565,2.159448007,0.105793265,-0.042665427,-1.174260175,0.526237314,0.237289624,-1.066559581,-0.247717263,1.161204891,-1.333804999,-0.605621911,-1.239671482,-1.552897797,91
7044_2022,2022,LH195,7044,H,SS-B73,7044_2022_12,-0.280371324,0.204956437,0.784280271,0.340947321,0.383742305,,0.828309184,0.747806999,1.134919092,1.181506998,0.736254566,0.826972055,0.078112617,1.188181114,0.8459842,1.189406127,0.617367228,12
7044_2022,2022,LH195,7044,H,SS-B73,7044_2022_33,-1.492864281,-1.314951084,-0.061198242,-1.4885512,-1.087607398,1.538639269,1.633519493,1.688318477,1.447453394,1.393552903,1.875570819,1.733925323,1.855345449,1.306577668,-1.605295265,1.325581097,-0.433127457,33
7044_2022,2022,LH195,7044,H,SS-B73,7044_2022_40,-1.397554921,-1.09007918,2.513064645,-1.480463388,-0.757313224,1.838123494,1.943420963,1.826938507,2.207143483,2.350136811,2.109742972,2.171849138,2.22065927,1.743573844,-1.993728917,1.832042742,1.041970148,40
7044_2022,2022,LH195,7044,H,SS-B73,7044_2022_45,-1.629272673,-1.362893955,1.195165752,-1.553007439,-0.967289127,1.334050118,1.777940121,1.760456185,1.759169154,1.844625604,2.026115337,1.994217457,1.878976907,1.748660873,-1.640984669,1.856649151,0.961565923,45
7044_2022,2022,LH195,7044,H,SS-B73,7044_2022_55,-1.449865827,-1.359790928,-0.353820017,-1.439470568,-1.261746697,0.112562086,1.454017738,1.439284384,0.770348587,1.257133367,1.646892545,1.856428879,1.647456654,1.438906958,-1.506623682,1.545439313,0.874038459,55
7044_2022,2022,LH195,7044,H,SS-B73,7044_2022_62,-0.651453845,-0.553913513,1.408781937,-1.17059523,-0.616300707,0.757979582,1.219259911,1.355221563,1.406683522,1.246387148,1.447308378,1.593547928,0.972383712,1.493127841,-1.22459164,1.611645874,1.38606362,62
7044_2022,2022,LH195,7044,H,SS-B73,7044_2022_68,-0.690907244,-0.58762934,2.128862781,-0.846981953,-0.548228821,0.288308439,1.110503228,1.286751749,1.725310807,1.29609278,1.55387035,1.531918532,1.03483959,1.401044029,-1.062784802,1.571986095,1.417022655,68
7044_2022,2022,LH195,7044,H,SS-B73,7044_2022_74,-0.605855819,-0.488302412,1.261769672,-0.853322446,-0.103344489,0.314347555,1.130875363,1.361400958,1.382594107,1.191592319,1.734003938,1.512589829,1.064356099,1.372228279,-1.045067759,1.521606063,1.257000296,74
7044_2022,2022,LH195,7044,H,SS-B73,7044_2022_91,-1.433569429,-1.301693858,0.184789143,-1.315682532,-1.230342005,0.105793265,1.166002617,1.385525282,0.706000342,0.993114921,1.728768737,1.532637683,0.954361715,1.352323037,-0.952747025,1.499078694,1.329415202,91
7352_2022,2022,LH195,7352,L,SS-B73,7352_2022_12,2.348674881,2.180755058,1.848750119,1.778889559,1.97726647,,-0.605845221,-1.711679524,-0.03131542,1.588971268,-1.663160867,-0.608963452,0.330031313,-1.281386065,-1.512787135,-1.276891159,-1.099487906,12
7352_2022,2022,LH195,7352,L,SS-B73,7352_2022_33,1.257426388,1.364482567,1.459437942,0.92707432,1.317296143,0.348202143,-0.206537105,-0.55500733,0.224264556,0.437252068,-0.611699791,-0.258224954,-0.3000513,-0.12348644,-0.092182643,-0.162409309,0.116320577,33
7352_2022,2022,LH195,7352,L,SS-B73,7352_2022_40,0.939816536,1.226804117,1.788603431,0.742627615,1.315888951,-0.125811303,-0.252657822,-0.485812681,0.049537311,0.120135352,-0.556840935,-0.321149847,-0.108232767,-0.410940258,-0.082381754,-0.448868415,-0.638272498,40
7352_2022,2022,LH195,7352,L,SS-B73,7352_2022_45,0.819054801,0.760802515,-0.418900684,0.649965855,0.436713476,-0.736075843,-0.71584907,-0.835616712,-0.680870977,-0.694753241,-0.783455976,-0.731043774,-0.699145945,-0.706660752,0.51203137,-0.714891775,-0.493227242,45
7352_2022,2022,LH195,7352,L,SS-B73,7352_2022_55,0.116356654,0.142518595,-0.208472998,-0.158780534,-0.097456554,0.112562086,0.059743746,-0.341752394,-0.063830879,-0.002353001,-0.495331478,-0.129234588,0.044549465,-0.092039945,-0.379960973,-0.191304316,-0.351365973,55
7352_2022,2022,LH195,7352,L,SS-B73,7352_2022_62,0.249697768,0.473067724,-0.052924537,-0.168305263,0.425676198,0.12797784,0.159123606,-0.37950727,0.039594836,0.143819375,-0.50515863,-0.003990244,0.450694146,-0.349963511,-0.569722389,-0.432443187,-0.629377849,62
7352_2022,2022,LH195,7352,L,SS-B73,7352_2022_68,-0.296209316,-0.114917056,-0.285347918,-0.288939843,-0.104898901,0.275382689,0.21280791,-0.0105812,-0.004973667,0.145336244,-0.248338367,0.033913056,0.307183026,-0.053324705,-0.26275927,-0.175911985,-0.316313198,68
7352_2022,2022,LH195,7352,L,SS-B73,7352_2022_74,-0.674898254,-0.543876677,-0.578517791,-0.833552848,-0.902914962,0.262997814,0.431692434,0.014661753,-0.24315928,0.180143334,-0.221150576,0.336532408,0.367040786,0.390916196,-0.708258828,0.302389155,0.179094084,74
7352_2022,2022,LH195,7352,L,SS-B73,7352_2022_91,-0.744987308,-0.325865899,-0.311376271,-0.565389691,-0.165276836,0.105793265,0.39967698,0.155425648,0.007248755,0.278574155,-0.097149584,0.281462915,0.723696512,-0.031864029,-0.372404561,-0.168182521,-0.354452853,91
7107_2022,2022,LH210,7107,H,NSS-Mo17,7107_2022_12,-1.197114311,-1.206624489,-0.69059038,-0.889682517,-0.712707754,,0.860909448,1.564778453,0.656204946,-0.318985751,1.603550694,0.859844368,0.869615081,0.397907828,0.399492909,0.393097748,-0.463240092,12
7107_2022,2022,LH210,7107,H,NSS-Mo17,7107_2022_33,-1.940007487,-1.998665528,-2.523777728,-1.680800614,-2.089431895,-0.396835917,0.496696803,0.660667882,-0.328037926,-0.834696932,0.585369335,0.451728872,0.936148678,-0.016186159,-0.518717833,-0.056820392,-1.335062393,33
7107_2022,2022,LH210,7107,H,NSS-Mo17,7107_2022_40,-0.951272424,-0.860575669,-0.860421787,-0.765536701,-0.767238272,0.857572311,0.50027082,0.513407616,0.320594551,0.221645073,0.367080674,0.421888961,0.610242286,0.327748906,-0.325365934,0.266510316,-0.035487009,40
7107_2022,2022,LH210,7107,H,NSS-Mo17,7107_2022_45,-0.631852237,0.255865851,2.720833368,-0.385422169,1.205314055,1.394544742,1.333194736,1.392672832,1.885244371,1.871216294,1.40384238,1.360740745,1.516731093,1.126461338,-1.021272022,1.096041012,0.125939502,45
7107_2022,2022,LH210,7107,H,NSS-Mo17,7107_2022_55,-1.427778672,-1.326243326,-0.61197952,-1.244233277,-1.231836483,0.112562086,1.139960374,1.22216028,0.388384275,0.87084424,1.265683952,1.272176054,1.160595894,1.161036267,-0.919447419,1.183462237,0.751297383,55
