PLOT_YEAR,YEAR,GENOTYPE,PLOT,RANGE,PASS,NTREATMENT,SEEDSPLANTED,SUBPOPULATION,ID,Blue,Green,NIR,Red,RedEdge,SAVIMASK,NDVI,GNDVI,RDVI,NLI,CVI,MSR,NDI,NDVIRedge,PSRI,CIRedge,MTCI,DAP
7127_2023,2023,PHW17,7127,8,9,L,62,,7127_2023_34,0.010035236,0.01279131,0.025675929,0.018762155,0.022947528,0.082370593,0.15558218,0.33495045,0.032797256,-0.932110657,4.029232085,0.169827222,0.100345356,0.056112855,0.380298871,0.118897382,0.651889569,34
7501_2023,2023,MoG,7501,12,26,H,62,,7501_2023_34,0.01037974,0.013652019,0.026194784,0.019068888,0.023365821,0.109570662,0.157430798,0.314774688,0.033493813,-0.930532543,3.681593845,0.172046188,0.101259867,0.057080881,0.371874286,0.121072698,0.658367957,34
7248_2023,2023,R134,7248,14,10,L,62,,7248_2023_34,0.009969675,0.01317901,0.025489788,0.01849367,0.022815688,0.095473621,0.159062482,0.318364641,0.033358955,-0.932119758,3.74082052,0.174009361,0.10462564,0.055358113,0.373602365,0.117204443,0.618715609,34
7119_2023,2023,PHK93,7119,7,4,L,62,,7119_2023_34,0.009561914,0.012322753,0.024969039,0.018107829,0.022267458,0.068841664,0.159278293,0.339117144,0.033058158,-0.933431902,4.105709036,0.17426934,0.103024135,0.057192662,0.383784939,0.121324176,0.649476432,34
7552_2023,2023,PHZ51,7552,14,37,H,62,,7552_2023_48,0.036062293,0.049484038,0.092355105,0.066873324,0.079682266,0.109785563,0.160032861,0.302251312,0.063858612,-0.773762603,3.48330537,0.175178934,0.087399887,0.073663291,0.386673629,0.159042151,0.989374376,48
7545_2023,2023,LH231,7545,14,30,H,62,,7545_2023_34,0.009842533,0.013380677,0.025787481,0.018670101,0.022995019,0.115833583,0.160093727,0.316757403,0.033755709,-0.931213767,3.714169056,0.175252346,0.103801885,0.05724311,0.383890442,0.12143769,0.645668195,34
7538_2023,2023,LH145,7538,13,28,H,62,,7538_2023_34,0.010065731,0.01366754,0.026246289,0.019000332,0.023531311,0.125731433,0.160143605,0.31514764,0.034064552,-0.930025832,3.687695947,0.175312509,0.106531953,0.054542164,0.379689895,0.115377252,0.599203395,34
7502_2023,2023,N28,7502,12,27,H,62,,7502_2023_34,0.010379606,0.013876122,0.026753448,0.019318574,0.02386859,0.128950507,0.161375031,0.316944678,0.034638173,-0.928547917,3.717263138,0.176799156,0.105355749,0.056988184,0.374507585,0.120864199,0.634032496,34
7481_2023,2023,MS200,7481,11,45,H,62,,7481_2023_34,0.011266684,0.013744641,0.027083282,0.019549833,0.023980021,0.105843769,0.161547197,0.326703884,0.034885636,-0.927674213,3.882717399,0.177007201,0.101773555,0.060772822,0.345418755,0.12941027,0.700480657,34
7543_2023,2023,PHT11,7543,14,28,H,62,,7543_2023_34,0.010285371,0.013824035,0.026782791,0.019324119,0.023813538,0.12648162,0.161769071,0.319127528,0.034735896,-0.92841652,3.753548357,0.177275387,0.104071925,0.058685147,0.379563423,0.124687604,0.661389146,34
7085_2023,2023,DE3,7085,6,7,L,62,,7085_2023_34,0.009903371,0.012768326,0.026231971,0.018917388,0.023325394,0.078454859,0.162008568,0.345219038,0.034424194,-0.929803764,4.220791721,0.177564965,0.10434933,0.058650758,0.386446505,0.124609985,0.659385899,34
7379_2023,2023,B73,7379,5,27,H,62,,7379_2023_34,0.011564418,0.015077439,0.029533148,0.021297845,0.026386378,0.154688672,0.16201342,0.324042116,0.036527108,-0.921316663,3.836757259,0.177570832,0.106713137,0.056273188,0.368880754,0.119257368,0.618404165,34
7531_2023,2023,Mo44,7531,13,35,H,62,,7531_2023_48,0.036171063,0.051083938,0.095802766,0.069082827,0.082373576,0.125581395,0.162051387,0.304444356,0.06580276,-0.765447149,3.517121391,0.177616747,0.087752969,0.075370219,0.399542737,0.163027887,1.010416343,48
7087_2023,2023,Va85,7087,6,9,L,62,,7087_2023_34,0.00928343,0.012013182,0.024871876,0.017909718,0.021970475,0.069917479,0.162737228,0.348615258,0.033660099,-0.933225469,4.286481703,0.178446574,0.101823905,0.061939696,0.392630929,0.132059093,0.714497568,34
7471_2023,2023,PHEM9,7471,10,36,H,62,,7471_2023_34,0.010412264,0.013833574,0.027116382,0.019493421,0.024039636,0.129413525,0.163548449,0.324366844,0.035308971,-0.927301559,3.842330264,0.179429104,0.104431329,0.060144361,0.377757675,0.12798638,0.676770896,34
7097_2023,2023,52220,7097,6,19,L,62,,7097_2023_34,0.011475659,0.014852417,0.029744253,0.02133927,0.026535551,0.139834959,0.16453413,0.3339226,0.037187452,-0.920381483,4.010623229,0.180624399,0.108538912,0.057013383,0.371713065,0.120920873,0.617499708,34
7345_2023,2023,NC232,7345,4,30,H,62,,7345_2023_48,0.039376276,0.055395894,0.106294945,0.076252941,0.090298736,0.122017517,0.164570539,0.314792423,0.070313788,-0.741898013,3.681883748,0.180668581,0.084332955,0.081366852,0.408385174,0.177147651,1.138861061,48
7520_2023,2023,B73,7520,12,45,H,62,,7520_2023_34,0.011241212,0.013648857,0.027137266,0.01945401,0.023857338,0.098274569,0.164907611,0.330710742,0.035595328,-0.927051499,3.953116523,0.181077724,0.101666843,0.064319119,0.344246202,0.137480887,0.744874786,34
7429_2023,2023,B8,7429,8,34,H,62,,7429_2023_34,0.010246956,0.013829617,0.027006056,0.019341295,0.024027933,0.141485371,0.165376463,0.322669814,0.035602964,-0.927323921,3.813309207,0.181647138,0.108063671,0.058355677,0.378490276,0.123944203,0.635449762,34
7385_2023,2023,LH123HT,7385,6,30,H,62,,7385_2023_48,0.038996441,0.054890306,0.105286778,0.075372188,0.089608829,0.130021142,0.165585969,0.314629726,0.070380653,-0.743566343,3.679225168,0.181901698,0.086292601,0.080442803,0.405939319,0.174959869,1.10123933,48
7386_2023,2023,K64,7386,6,31,H,62,,7386_2023_34,0.010570451,0.014181153,0.027766193,0.019874175,0.024707439,0.135382309,0.165658208,0.323859345,0.036157676,-0.925313017,3.833624668,0.181989488,0.108413841,0.058291258,0.376555579,0.123798909,0.632854733,34
7529_2023,2023,PHK93,7529,13,37,H,62,,7529_2023_48,0.035410373,0.04917864,0.092957681,0.066460922,0.079323074,0.128432108,0.166208702,0.308007416,0.066362579,-0.769882975,3.572872619,0.182658778,0.088227462,0.079141788,0.391444096,0.171887022,1.060056435,48
7150_2023,2023,DKWDAD1,7150,9,13,L,62,,7150_2023_34,0.010813775,0.013703122,0.027256934,0.019447499,0.024155603,0.122580645,0.167209716,0.330903161,0.03613604,-0.926406708,3.956534496,0.183877106,0.107976355,0.060322466,0.357421175,0.128389716,0.658721855,34
7390_2023,2023,R168,7390,6,35,H,62,,7390_2023_48,0.037487125,0.053254529,0.102200218,0.072824256,0.087822277,0.15448505,0.167839167,0.314854901,0.070217071,-0.749129522,3.682905271,0.184644065,0.093360378,0.075664415,0.402370927,0.163716331,0.958655879,48
7151_2023,2023,PHR25,7151,9,12,L,62,,7151_2023_34,0.011172225,0.013986448,0.027760159,0.01976726,0.024655526,0.123780945,0.168174481,0.329936059,0.036663356,-0.924955625,3.939390457,0.1850529,0.110039609,0.059230992,0.348604812,0.125920372,0.635119488,34
7557_2023,2023,MS222,7557,14,42,H,62,,7557_2023_48,0.03605998,0.04627323,0.088581147,0.06304285,0.075268385,0.093190513,0.168431762,0.313730395,0.065585519,-0.778623831,3.664569544,0.185366722,0.088391482,0.081249924,0.35848876,0.176870568,1.088930832,48
7464_2023,2023,PHG80,7464,10,29,H,62,,7464_2023_34,0.010265546,0.01377944,0.026700843,0.018973698,0.023696212,0.154988747,0.169178383,0.319202388,0.036156132,-0.927571666,3.754800008,0.18627805,0.110675509,0.059619178,0.36749131,0.126797946,0.636235488,34
7342_2023,2023,DE3,7342,4,27,H,62,,7342_2023_34,0.011598628,0.015109964,0.030025589,0.021319271,0.026567805,0.161598092,0.169565522,0.330462884,0.038422537,-0.918856593,3.94871884,0.186750963,0.109602307,0.061098721,0.365880546,0.130149405,0.658809489,34
7484_2023,2023,N6,7484,11,42,H,62,,7484_2023_48,0.037438708,0.048859977,0.094026479,0.066687077,0.079846547,0.132783196,0.170112607,0.316100653,0.068196605,-0.765888883,3.703342084,0.187419689,0.089805122,0.081553374,0.366307249,0.177589796,1.077545828,48
7207_2023,2023,C49A,7207,12,9,L,62,,7207_2023_34,0.009705338,0.012589051,0.024948422,0.017692301,0.022012657,0.105626407,0.170168808,0.32925421,0.03513923,-0.932030236,3.927355158,0.187488414,0.108811499,0.062514854,0.362835027,0.133367135,0.679519234,34
7177_2023,2023,WU-TAN-TZAO,7177,10,19,L,62,,7177_2023_34,0.01106631,0.014268808,0.02764782,0.019596127,0.024549287,0.145086272,0.170428034,0.319181495,0.03704368,-0.92491335,3.754450635,0.187805478,0.112201009,0.05936216,0.347456812,0.126216823,0.625566911,34
7400_2023,2023,W601S,7400,6,45,H,62,,7400_2023_34,0.010661091,0.013557216,0.026875452,0.019027762,0.023740106,0.141424723,0.170961667,0.329392955,0.036628598,-0.926856909,3.929800678,0.188458533,0.110184216,0.061944314,0.352427702,0.132069587,0.665347436,34
7383_2023,2023,A674,7383,6,28,H,62,,7383_2023_34,0.010967373,0.014489917,0.028703828,0.020282737,0.025397316,0.163990998,0.171906134,0.329073365,0.038047828,-0.921928883,3.924170263,0.189615543,0.11196526,0.061117229,0.366785372,0.130191395,0.646487619,34
7539_2023,2023,NC324,7539,13,27,H,62,,7539_2023_34,0.010244686,0.013793403,0.026785916,0.018926704,0.023768063,0.162940735,0.171926527,0.320175728,0.036758768,-0.926951906,3.771118287,0.189640542,0.11339467,0.059695657,0.365280839,0.126970927,0.62334832,34
7442_2023,2023,K201,7442,9,44,H,62,,7442_2023_48,0.037234647,0.04939791,0.095249869,0.067282481,0.081894278,0.135155542,0.172072747,0.316990412,0.069371646,-0.762359103,3.718019173,0.189819808,0.097949554,0.075393916,0.366910054,0.163083323,0.91402796,48
7427_2023,2023,CM37,7427,8,32,H,62,,7427_2023_34,0.010224972,0.013804048,0.026996125,0.019066546,0.02399987,0.156189047,0.172147616,0.32333385,0.036946693,-0.926367429,3.824634509,0.189911611,0.114551534,0.058754712,0.368400912,0.124844635,0.607350136,34
7178_2023,2023,C123,7178,10,20,L,62,,7178_2023_34,0.01134176,0.014668232,0.028602935,0.020193602,0.02539764,0.169842461,0.172334627,0.322032059,0.038068613,-0.922126556,3.802468786,0.190140963,0.114145563,0.059356683,0.3485301,0.126204443,0.615924595,34
7396_2023,2023,A654,7396,6,41,H,62,,7396_2023_34,0.010826831,0.014255652,0.027664888,0.019504463,0.024847851,0.151759094,0.173002698,0.319872692,0.037573602,-0.92448414,3.766029022,0.190960779,0.120475969,0.053644831,0.349230684,0.113371454,0.527200533,34
7137_2023,2023,B10,7137,8,19,L,62,,7137_2023_34,0.010567811,0.013462455,0.027093781,0.019088837,0.023823733,0.129176611,0.1733324,0.336109248,0.037249378,-0.925936911,4.050332743,0.191365648,0.110338206,0.06422246,0.35766964,0.137260101,0.690627207,34
7535_2023,2023,Va26,7535,13,31,H,62,,7535_2023_34,0.010223651,0.01410885,0.027177967,0.019147531,0.024272622,0.152796321,0.173348077,0.316544552,0.037310329,-0.925713017,3.71065606,0.191384904,0.118034844,0.056468644,0.367652081,0.119696381,0.56688652,34
7228_2023,2023,LH123HT,7228,13,15,L,62,,7228_2023_34,0.010859735,0.01387243,0.027249241,0.019173978,0.023936162,0.138275656,0.173948795,0.325298332,0.037479091,-0.925436581,3.858368789,0.19212307,0.110465519,0.064727028,0.347350716,0.138413126,0.695705794,34
7110_2023,2023,B73,7110,7,13,L,62,,7110_2023_34,0.010795028,0.0138262,0.028299745,0.01988162,0.024943402,0.124558824,0.174717445,0.34357793,0.038350923,-0.922555229,4.189472798,0.193068493,0.112923135,0.063038028,0.3642884,0.134558349,0.663075375,34
7121_2023,2023,DK3IIH6,7121,8,3,L,62,,7121_2023_34,0.010077002,0.012953134,0.026339773,0.018502437,0.02324079,0.114226376,0.174775864,0.340688435,0.037010501,-0.927716642,4.134988814,0.193140388,0.1135119,0.06250399,0.362527909,0.133342412,0.654021134,34
7083_2023,2023,PHK56,7083,6,5,L,62,,7083_2023_34,0.009770401,0.012711505,0.026300369,0.018468255,0.023328977,0.123162316,0.174946498,0.348326358,0.037016225,-0.927796378,4.280847317,0.193350418,0.116292916,0.059871674,0.37283478,0.127369151,0.611306715,34
7541_2023,2023,DK8M129,7541,14,26,H,62,,7541_2023_34,0.009992739,0.013313391,0.02613059,0.018329852,0.02291471,0.154388597,0.175453451,0.324946891,0.036995492,-0.92817336,3.852308488,0.193974712,0.111162727,0.065569586,0.363832359,0.140341292,0.701413217,34
7572_2023,2023,W604S,7572,15,34,H,62,,7572_2023_34,0.009449201,0.01240937,0.024546103,0.017196089,0.021438607,0.110577644,0.17608117,0.328415036,0.035974978,-0.932296791,3.91260168,0.194748335,0.109811088,0.067576723,0.361352209,0.144948597,0.732465013,34
7403_2023,2023,PHVA9,7403,7,43,H,62,,7403_2023_34,0.010645356,0.013583504,0.027205017,0.01905172,0.023951388,0.153249851,0.176261828,0.33395457,0.0379093,-0.925210267,4.011200524,0.19497111,0.113937532,0.063601596,0.350976069,0.135843025,0.664050911,34
7106_2023,2023,Oh43,7106,7,17,L,62,,7106_2023_34,0.010755878,0.013774882,0.028031544,0.019623756,0.024670432,0.127964206,0.176429232,0.341016044,0.038514667,-0.922999921,4.141124285,0.195177592,0.113935399,0.063775825,0.359453697,0.1362405,0.666005109,34
7542_2023,2023,PHW17,7542,14,27,H,62,,7542_2023_34,0.010635351,0.014218849,0.027749097,0.01941494,0.02444829,0.172543136,0.17670576,0.322394811,0.03837569,-0.923704315,3.808630367,0.195518776,0.114751011,0.063237016,0.35910851,0.135011774,0.655787299,34
7063_2023,2023,W802G,7063,5,20,L,62,,7063_2023_34,0.010885735,0.014305513,0.029070914,0.020332186,0.025491986,0.172093023,0.176886228,0.340401504,0.039316162,-0.920186437,4.129623894,0.195741511,0.112599961,0.065592701,0.370565518,0.14039424,0.693617582,34
7102_2023,2023,A654,7102,7,21,L,62,,7102_2023_34,0.010315876,0.01366799,0.027097129,0.018933965,0.024091747,0.146177459,0.177340213,0.3294272,0.038048091,-0.925335956,3.930404542,0.196302071,0.119876738,0.058711623,0.357719554,0.124747367,0.582688838,34
7200_2023,2023,DK8M129,7200,11,3,L,62,,7200_2023_34,0.010142784,0.012975793,0.025974329,0.01813894,0.022840785,0.126631658,0.177619777,0.3337226,0.037305764,-0.928278951,4.007013973,0.196647441,0.114735885,0.064192086,0.350082364,0.137190731,0.666449872,34
7373_2023,2023,INBRED141,7373,5,33,H,62,,7373_2023_48,0.038369188,0.054524743,0.105676466,0.073656093,0.089427141,0.16324081,0.178553037,0.319296735,0.07561306,-0.736688508,3.756378171,0.197801359,0.096705514,0.083285621,0.394588316,0.181704624,1.030326266,48
7126_2023,2023,H84,7126,8,8,L,62,,7126_2023_48,0.03922455,0.052475738,0.104299764,0.072551964,0.086407838,0.17487164,0.179516482,0.330562016,0.075493399,-0.739221192,3.950477034,0.198994183,0.087165899,0.09381863,0.385698969,0.207063693,1.291288157,48
7120_2023,2023,A415-1-3INBRED,7120,7,3,L,62,,7120_2023_34,0.009551746,0.012386756,0.025569157,0.017782838,0.022404289,0.110277569,0.179606936,0.347308231,0.037396215,-0.929077912,4.261060045,0.199106256,0.114998293,0.065971246,0.367389119,0.141261702,0.684821282,34
7222_2023,2023,PHW03,7222,13,21,L,62,,7222_2023_34,0.010693865,0.014260156,0.027677603,0.01924425,0.024416235,0.16744186,0.179731883,0.319937148,0.038932537,-0.923434459,3.767110836,0.199261089,0.118459174,0.062605639,0.350192608,0.133573747,0.630583422,34
7436_2023,2023,W32,7436,8,41,H,62,,7436_2023_48,0.038422491,0.05143468,0.09948887,0.069137272,0.084957914,0.14768952,0.179993432,0.318400872,0.073912707,-0.749528771,3.741423863,0.199585284,0.102667983,0.078781292,0.361529369,0.171037109,0.918480805,48
7353_2023,2023,DK3IIH6,7353,4,38,H,62,,7353_2023_34,0.010027948,0.013434399,0.027565399,0.019139849,0.024121126,0.154088522,0.180398357,0.344660235,0.038986605,-0.923631893,4.210096796,0.200087433,0.115144816,0.066637736,0.377756038,0.142790722,0.69144378,34
7133_2023,2023,ZS01250,7133,8,15,L,62,,7133_2023_34,0.010833455,0.013919713,0.028152495,0.019545409,0.024736835,0.15903976,0.180449984,0.338294154,0.039410005,-0.922060766,4.090470059,0.200151476,0.117234935,0.064581268,0.352185476,0.138079912,0.657942538,34
7249_2023,2023,Mo24W,7249,14,11,L,62,,7249_2023_34,0.009934714,0.013133866,0.02598686,0.018000888,0.022998312,0.153548002,0.181549917,0.328546919,0.038076929,-0.927681572,3.91491603,0.201517051,0.121890769,0.061009238,0.350728958,0.129946407,0.598017699,34
7265_2023,2023,MoG,7265,15,18,L,62,,7265_2023_34,0.010184949,0.013486683,0.026755886,0.018503666,0.023325092,0.153249851,0.182331014,0.329730515,0.038789633,-0.925505261,3.935757887,0.202488075,0.115265818,0.068504932,0.356642409,0.147085979,0.711572468,34
7414_2023,2023,L289,7414,7,32,H,62,,7414_2023_34,0.010440818,0.014157343,0.028081933,0.019404576,0.024779276,0.179294824,0.1827331,0.32965977,0.0398201,-0.921894886,3.934508514,0.202988347,0.121643989,0.062477894,0.361744145,0.133283031,0.614482111,34
7251_2023,2023,Mo13,7251,14,13,L,62,,7251_2023_34,0.010537186,0.013529484,0.027324295,0.018861194,0.023789877,0.165497076,0.183241559,0.337663035,0.039380094,-0.923844932,4.078828678,0.203621375,0.115558247,0.069147515,0.349897059,0.148568149,0.717112056,34
7236_2023,2023,NC236,7236,13,7,L,62,,7236_2023_34,0.009568208,0.012827936,0.025461568,0.017560539,0.022411731,0.137609243,0.183650443,0.329950265,0.038092355,-0.92879373,3.939641663,0.204130763,0.121363936,0.063706431,0.356613731,0.136082171,0.628677859,34
7090_2023,2023,B73,7090,6,12,L,62,,7090_2023_34,0.00991103,0.01279221,0.026952081,0.018583151,0.023443623,0.132379249,0.183790213,0.356274339,0.039218968,-0.924761159,4.439084844,0.204304956,0.115651799,0.069618196,0.369913857,0.149655111,0.721834834,34
7301_2023,2023,PHR32,7301,2,26,H,62,,7301_2023_34,0.010979019,0.014575398,0.029814055,0.020489257,0.026161578,0.189333333,0.185371452,0.343294543,0.041575851,-0.916842336,4.184092253,0.206278033,0.121590985,0.065251196,0.36351928,0.139612259,0.643912254,34
7355_2023,2023,Oh7B,7355,4,40,H,62,,7355_2023_34,0.010588973,0.013945794,0.028683365,0.0197048,0.024898159,0.172830411,0.185552914,0.345715734,0.04081665,-0.919840798,4.230324741,0.206504745,0.116435302,0.070643866,0.36612454,0.152027545,0.728855063,34
7257_2023,2023,R181B,7257,14,19,L,62,,7257_2023_34,0.010312146,0.013708614,0.027142566,0.01863469,0.023709695,0.185446362,0.185853779,0.328851015,0.039764568,-0.923937501,3.920258536,0.206880763,0.119850719,0.067506753,0.351018602,0.144787649,0.676427117,34
7439_2023,2023,CO236,7439,8,44,H,62,,7439_2023_48,0.037014249,0.050005293,0.097690788,0.067015146,0.083166607,0.171936759,0.186244911,0.32286229,0.075585595,-0.750688086,3.816587933,0.207369838,0.107546094,0.080307366,0.360732487,0.174639576,0.899248743,48
7467_2023,2023,CO125,7467,10,32,H,62,,7467_2023_48,0.036596421,0.052929784,0.103083194,0.070711385,0.086074194,0.192086983,0.18626478,0.321469474,0.077651322,-0.738714837,3.792935782,0.20739469,0.09798611,0.089919829,0.396343694,0.197608589,1.107154297,48
7459_2023,2023,C49A,7459,9,27,H,62,,7459_2023_48,0.038123778,0.052551715,0.102615293,0.070347214,0.085774313,0.178948958,0.18656112,0.322643187,0.077588459,-0.73960746,3.812855897,0.207765427,0.098814682,0.089394422,0.375676993,0.196340599,1.091649182,48
7176_2023,2023,PHN11,7176,10,18,L,62,,7176_2023_34,0.010430364,0.013494177,0.026989324,0.018485803,0.023440117,0.172122648,0.186992793,0.333349307,0.039876022,-0.924178722,4.000287537,0.208305753,0.118168283,0.070379662,0.343660358,0.151415925,0.716387173,34
7104_2023,2023,Va99,7104,7,19,L,62,,7104_2023_34,0.010522009,0.013811779,0.028245249,0.019337681,0.024721122,0.185599284,0.187200914,0.343188064,0.040835094,-0.920757361,4.18207266,0.208566378,0.122187636,0.066535179,0.35660485,0.142555301,0.654623502,34
7042_2023,2023,NC232,7042,4,4,L,62,,7042_2023_34,0.009198892,0.01220034,0.026040949,0.017823241,0.02256792,0.127005548,0.187344346,0.361928412,0.039236987,-0.926693974,4.55585346,0.208746038,0.11746825,0.071448463,0.382150814,0.153892295,0.731983976,34
7560_2023,2023,LH38,7560,14,45,H,62,,7560_2023_48,0.031465523,0.040590227,0.081335691,0.055598264,0.067166714,0.115158814,0.18795504,0.334182138,0.069551989,-0.787330173,4.015312595,0.209511396,0.094232494,0.095412441,0.359296139,0.210952363,1.224794765,48
7443_2023,2023,LH184,7443,9,43,H,62,,7443_2023_48,0.03481135,0.046862795,0.091781176,0.062687679,0.078388442,0.160348977,0.188345392,0.323983659,0.074024497,-0.763082241,3.835755015,0.210000957,0.111292846,0.078702263,0.355617847,0.170850876,0.852998928,48
7338_2023,2023,H84,7338,3,28,H,62,,7338_2023_34,0.011318763,0.015168735,0.031311573,0.021382127,0.027313701,0.225356339,0.188437062,0.347304884,0.043255932,-0.912316353,4.260995183,0.210115965,0.121808669,0.06819366,0.368436485,0.14636874,0.673998504,34
7212_2023,2023,H71,7212,12,14,L,62,,7212_2023_34,0.010906076,0.014039538,0.027968497,0.019086194,0.02437477,0.161290323,0.188765515,0.331578447,0.040947192,-0.921258319,3.96855701,0.210528162,0.121685658,0.068656911,0.335597751,0.147436345,0.679526398,34
7405_2023,2023,NK807,7405,7,41,H,62,,7405_2023_34,0.01022347,0.013343858,0.026656575,0.018175518,0.02343591,0.185446362,0.189173791,0.332814322,0.040054884,-0.924751714,3.990670515,0.211040802,0.126417003,0.064294375,0.3393104,0.137424363,0.612248099,34
7153_2023,2023,N6,7153,9,10,L,62,,7153_2023_48,0.039490634,0.052996649,0.104708571,0.07133599,0.087227034,0.19699925,0.189568941,0.327902412,0.0795387,-0.733562539,3.903620999,0.211537246,0.100219103,0.091080219,0.365085852,0.200414209,1.100087383,48
7335_2023,2023,PHP60,7335,3,31,H,62,,7335_2023_34,0.010707597,0.014336878,0.030085692,0.020479529,0.025713107,0.190547637,0.189975695,0.354522802,0.042719287,-0.915346037,4.403630094,0.212048561,0.113298968,0.078363425,0.380036998,0.170052767,0.835486736,34
7237_2023,2023,NC324,7237,13,6,L,62,,7237_2023_34,0.009604485,0.01284242,0.025741226,0.017504783,0.022482456,0.171235889,0.190455563,0.334307598,0.03960652,-0.927054951,4.017581699,0.21265217,0.124481538,0.067576134,0.351398353,0.144947242,0.654677396,34
7174_2023,2023,PHTE4,7174,10,16,L,62,,7174_2023_34,0.010863272,0.014042246,0.028304853,0.019149114,0.024563555,0.192009541,0.192939381,0.336802457,0.042029782,-0.919683859,4.063017132,0.215783121,0.123864342,0.070766232,0.33732259,0.152310934,0.69098509,34
7337_2023,2023,ZS01250,7337,3,29,H,62,,7337_2023_34,0.010864115,0.014819697,0.03045108,0.020594761,0.026499525,0.207501875,0.193087601,0.345286386,0.043624913,-0.913830777,4.222082857,0.215970313,0.12538175,0.069385654,0.367200771,0.149117956,0.669214722,34
7020_2023,2023,SD42,7020,2,22,L,62,,7020_2023_34,0.010679858,0.014280522,0.029543443,0.019979393,0.025607873,0.204351088,0.193124037,0.348277957,0.042977296,-0.916285602,4.279904202,0.216016334,0.123466057,0.071359494,0.363151403,0.153685939,0.699224302,34
7118_2023,2023,787,7118,7,5,L,62,,7118_2023_48,0.038542553,0.052261424,0.105826303,0.071447822,0.086416938,0.210146018,0.193928364,0.338830091,0.08165147,-0.728987076,4.100386272,0.21703289,0.094822404,0.100962535,0.380773373,0.224601397,1.296627336,48
7515_2023,2023,PHTE4,7515,12,40,H,62,,7515_2023_48,0.036373729,0.049057032,0.09669637,0.065280587,0.080146631,0.188613712,0.193952174,0.326848892,0.078058692,-0.749428088,3.885239567,0.217063001,0.102223258,0.09358436,0.360674649,0.206493259,1.113257771,48
7305_2023,2023,PHR25,7305,2,30,H,62,,7305_2023_34,0.010619506,0.014185477,0.029627813,0.019988954,0.02568309,0.2036009,0.194266164,0.352457804,0.043272441,-0.915865496,4.362257539,0.217460174,0.124674429,0.071319085,0.364809998,0.153592227,0.692769368,34
7256_2023,2023,LH195,7256,14,18,L,62,,7256_2023_34,0.010502853,0.013977229,0.027845752,0.018710614,0.024286074,0.211402851,0.196216732,0.331600538,0.042337536,-0.920416103,3.968951031,0.219931529,0.129671848,0.068282243,0.337961624,0.146572805,0.638454585,34
7213_2023,2023,PHVA9,7213,12,15,L,62,,7213_2023_34,0.011195233,0.014446488,0.028995869,0.019463838,0.025066531,0.211086475,0.196700137,0.33491233,0.043300714,-0.917185221,4.028540143,0.220545078,0.12581735,0.072681531,0.329866346,0.156756354,0.701330235,34
7198_2023,2023,AM0776,7198,11,5,L,62,,7198_2023_34,0.00982736,0.012862356,0.026151167,0.017534935,0.022654007,0.178694674,0.197230506,0.340620636,0.041223583,-0.924925589,4.133720388,0.221218731,0.127375137,0.071655518,0.340230097,0.15437269,0.683162886,34
7258_2023,2023,B73,7258,14,20,L,62,,7258_2023_34,0.010312448,0.013848719,0.027818565,0.018634157,0.024045676,0.194448612,0.197715174,0.335271337,0.042613341,-0.920252331,4.035062263,0.221834789,0.12679335,0.072745478,0.346079229,0.156905092,0.697195926,34
7225_2023,2023,W117HT,7225,13,18,L,62,,7225_2023_34,0.01122241,0.014765663,0.029398041,0.019689424,0.025677047,0.249062266,0.197782,0.331321349,0.043819969,-0.915903596,3.963974738,0.221919766,0.131983442,0.067562198,0.329750302,0.144915184,0.62144761,34
7078_2023,2023,W601S,7078,5,5,L,62,,7078_2023_34,0.009600549,0.012702664,0.027070866,0.018097967,0.023367412,0.169051878,0.198652442,0.361250359,0.042219525,-0.922166681,4.541660609,0.223027377,0.127080594,0.073425465,0.36364395,0.158487983,0.70281671,34
7559_2023,2023,W117HT,7559,14,44,H,62,,7559_2023_48,0.032266327,0.041878417,0.084584632,0.05641461,0.06952523,0.150407732,0.199788464,0.33769718,0.0750203,-0.774904723,4.079457512,0.224475041,0.104102244,0.097718613,0.347331221,0.216603411,1.148641483,48
7351_2023,2023,LH195,7351,4,36,H,62,,7351_2023_34,0.01006065,0.013823422,0.028733636,0.0191466,0.024748092,0.220705176,0.200229506,0.350358194,0.043813325,-0.917322985,4.320659469,0.225037719,0.127612058,0.074521601,0.367137394,0.161044496,0.711514718,34
7404_2023,2023,B108,7404,7,42,H,62,,7404_2023_34,0.010219,0.01334361,0.027329321,0.018208083,0.023596638,0.199760048,0.200302108,0.343857958,0.042743458,-0.921193059,4.194797526,0.225130378,0.128898241,0.073296273,0.338568698,0.158187069,0.692705744,34
7491_2023,2023,ND259,7491,11,35,H,62,,7491_2023_48,0.033967154,0.04952432,0.09731412,0.064755158,0.081157022,0.209602401,0.200895336,0.325458375,0.0808761,-0.74482956,3.86113225,0.225887865,0.112409149,0.090530591,0.379363402,0.199084412,0.98507694,48
7081_2023,2023,R168,7081,6,3,L,62,,7081_2023_34,0.009216482,0.012242655,0.025944244,0.017213845,0.02245709,0.16624156,0.202288822,0.358803395,0.042024542,-0.924737997,4.490873458,0.227669781,0.132168425,0.072046651,0.356117511,0.15528076,0.66507554,34
