PLOT_YEAR,YEAR,GENOTYPE,PLOT,RANGE,PASS,NTREATMENT,SEEDSPLANTED,SUBPOPULATION,ID,Blue,Green,NIR,Red,RedEdge,SAVIMASK,NDVI,GNDVI,RDVI,NLI,CVI,MSR,NDI,NDVIRedge,PSRI,CIRedge,MTCI,DAP
7516_2022,2022,B73,7516,13,48,L,90,SS-B73,7516_2022_55,0.072006573,0.162449029,0.736527498,0.140211934,0.307669097,1,0.680151414,0.638591166,0.636855458,0.589233694,20.55624058,1.291933397,0.373887598,0.410706569,0.221684146,1.393894951,2.561003622,55
7402_2022,2022,W117HT,7402,7,48,L,90,Broad origin-public ,7402_2022_55,0.073404423,0.151263421,0.666365318,0.126431382,0.272620376,1,0.681049676,0.629994853,0.606400719,0.556749806,19.40693425,1.295771976,0.366340935,0.419330076,0.194508421,1.444297553,2.693396618,55
7078_2023,2023,W601S,7078,5,5,L,62,,7078_2023_61,0.04238956,0.083008053,0.362242375,0.068659039,0.159536082,1,0.681323677,0.627139929,0.447241856,0.312992518,19.04399463,1.296945898,0.398242708,0.388491112,0.164661678,1.270598415,2.230555554,61
7114_2022,2022,N501,7114,7,15,H,90,SS-BSSSC0,7114_2022_45,0.044516793,0.087745441,0.481922955,0.091199197,0.181726219,0.999796293,0.681746041,0.691942043,0.516114692,0.436082867,30.16519272,1.298758242,0.331691432,0.452342514,0.256883152,1.65191758,3.316100865,45
7418_2022,2022,AM0776,7418,8,39,L,90,IDT,7418_2022_55,0.059027743,0.126606319,0.602786793,0.113999632,0.221070752,1,0.681914646,0.652844764,0.577331035,0.522366139,22.66818209,1.299482663,0.319548146,0.463327724,0.248661971,1.726669121,3.56507003,55
7028_2022,2022,CM99,7028,3,25,H,90,SS-B14,7028_2022_55,0.048088518,0.101638435,0.463784848,0.087602382,0.188092551,1,0.682247331,0.640487267,0.506605846,0.421191022,20.8217474,1.300913649,0.3644977,0.422920472,0.210076708,1.465726822,2.743475305,55
7075_2023,2023,B73,7075,5,8,L,62,,7075_2023_61,0.046082487,0.096710369,0.393472381,0.074310736,0.186118955,1,0.682285515,0.605410966,0.466646941,0.351369699,16.55321767,1.301078027,0.429322089,0.357757981,0.151667782,1.114090857,1.85454547,61
7042_2023,2023,NC232,7042,4,4,L,62,,7042_2023_61,0.044197747,0.085905471,0.375427753,0.070797678,0.161340617,1,0.682682012,0.62757735,0.456032315,0.331288854,19.0990208,1.302786528,0.390038787,0.398844544,0.164868162,1.326926474,2.364481851,61
7369_2022,2022,LH82,7369,5,43,L,90,Mixed,7369_2022_55,0.055826607,0.133028361,0.565787678,0.106643469,0.239446913,1,0.682812227,0.619275021,0.559918994,0.500217089,18.08916371,1.303348279,0.383724746,0.405274151,0.212226006,1.362894017,2.457321551,55
7414_2022,2022,Mo13,7414,7,36,L,90,Broad origin-public ,7414_2022_55,0.055970437,0.118513407,0.576400578,0.10860419,0.219602649,1,0.682909682,0.658912011,0.565210299,0.507287258,23.65450415,1.303768912,0.338196667,0.448236787,0.239677223,1.624743283,3.214440382,55
7327_2022,2022,ND249,7327,3,47,L,90,Broad origin-public ,7327_2022_74,0.038247106,0.071093171,0.332236001,0.062351029,0.124109441,0.793357401,0.683968178,0.647468242,0.429642564,0.278059595,21.83924448,1.308349331,0.331214504,0.456072398,0.194215064,1.676959934,3.370011522,74
7242_2023,2023,A321,7242,14,4,L,62,,7242_2023_61,0.039331077,0.090613949,0.367938738,0.069034809,0.178291604,1,0.684032091,0.604782824,0.4521724,0.324557983,16.48773178,1.30862659,0.441751423,0.347192602,0.166601967,1.063690773,1.735792579,61
7394_2022,2022,B73,7394,6,53,L,90,SS-B73,7394_2022_55,0.05187092,0.106558854,0.455323826,0.085428591,0.180232217,1,0.684038061,0.620707818,0.503013339,0.416368475,18.258356,1.308652495,0.356859661,0.432836116,0.186191301,1.526317623,2.901699235,55
7398_2022,2022,LH184,7398,7,52,L,90,Mixed,7398_2022_55,0.05438391,0.120755689,0.470212185,0.087926995,0.209709207,1,0.684928068,0.591329091,0.511700944,0.430942028,15.16256089,1.312521739,0.409164649,0.383136905,0.159950464,1.242210496,2.139088901,55
7305_2023,2023,PHR25,7305,2,30,H,62,,7305_2023_61,0.048799947,0.094446134,0.432507478,0.080871138,0.182922901,1,0.684945436,0.641539096,0.490766448,0.396335058,20.97098698,1.312597401,0.38686152,0.405544779,0.175326276,1.364424988,2.44566649,61
7353_2023,2023,DK3IIH6,7353,4,38,H,62,,7353_2023_61,0.04291199,0.087137557,0.398702604,0.074539007,0.172402232,0.996794872,0.684985406,0.641291256,0.471218986,0.361557844,20.93569509,1.312771541,0.396301668,0.396250141,0.183449,1.312630175,2.312414822,61
7126_2023,2023,H84,7126,8,8,L,62,,7126_2023_75,0.004859706,0.006524849,0.025026067,0.004670754,0.012752635,0.531526837,0.685437441,0.58639242,0.118119828,-0.763527594,14.71107043,1.314743132,0.463852411,0.324877017,-0.014816703,0.962423217,1.518635575,75
7386_2022,2022,PHN11,7386,6,45,L,90,IDT,7386_2022_55,0.060716956,0.135083683,0.609099271,0.113522995,0.244750567,1,0.685802665,0.636961093,0.582981587,0.531404925,20.3315446,1.316339002,0.366277576,0.426712857,0.215754511,1.488653156,2.776464568,55
7009_2022,2022,PHK76,7009,2,23,H,90,NSS-Oh43,7009_2022_55,0.044041479,0.092426418,0.456324628,0.08496906,0.170918869,1,0.686051909,0.663138982,0.504746666,0.42040447,24.37561447,1.317429587,0.335888486,0.455015892,0.239456189,1.669831778,3.320609578,55
7231_2023,2023,L289,7231,13,12,L,62,,7231_2023_61,0.047045526,0.095098128,0.413964096,0.076843568,0.181229229,1,0.686868916,0.626379159,0.481204334,0.380817716,18.94878704,1.321013021,0.404481457,0.391023987,0.164421833,1.284201606,2.229567402,61
7056_2022,2022,PHTE4,7056,4,32,H,90,SS-B37,7056_2022_55,0.051886402,0.112753561,0.565660347,0.104750754,0.217050223,1,0.687502925,0.667596552,0.562918017,0.506733064,25.16812938,1.323802898,0.348971809,0.445388292,0.243558156,1.606126542,3.104290048,55
7249_2023,2023,Mo24W,7249,14,11,L,62,,7249_2023_98,0.02744895,0.058624522,0.344836259,0.063806895,0.16106982,0.961915888,0.687713378,0.709391719,0.439622171,0.301584227,34.59929268,1.324730732,0.432516657,0.363242204,0.225727855,1.14091168,1.889378085,98
7062_2022,2022,ND259,7062,5,29,H,90,Broad origin-public ,7062_2022_55,0.058561879,0.125832735,0.587651122,0.10866886,0.230888268,1,0.687876658,0.64727237,0.574004109,0.521285403,21.80980924,1.325451195,0.359937689,0.435853006,0.217018307,1.545175323,2.919036018,55
7251_2023,2023,Mo13,7251,14,13,L,62,,7251_2023_61,0.041615419,0.082507494,0.373980175,0.068867825,0.159558118,0.998767258,0.688977595,0.63851162,0.458492719,0.340122108,20.54519975,1.33032292,0.397022737,0.401886912,0.170799244,1.343849249,2.364333049,61
7404_2022,2022,PHM10,7404,7,46,L,90,IDT,7404_2022_55,0.060912447,0.133332878,0.635334795,0.1167225,0.24475172,1,0.689591469,0.653080563,0.598022252,0.551388929,22.70548455,1.333049912,0.35418631,0.443800772,0.228027215,1.595833831,3.050733848,55
7501_2023,2023,MoG,7501,12,26,H,62,,7501_2023_98,0.029798223,0.054667389,0.329163963,0.06046116,0.128813592,0.985046729,0.689644448,0.715148913,0.430475779,0.283678297,36.25499931,1.333285615,0.361128102,0.437467664,0.238041161,1.55535117,2.931137417,98
7552_2023,2023,PHZ51,7552,14,37,H,62,,7552_2023_75,0.004708184,0.007131743,0.024190204,0.004433717,0.013789388,0.54250065,0.690208969,0.544616878,0.116773732,-0.76681426,11.50502834,1.335800682,0.513396098,0.273852758,-0.019904219,0.754262336,1.111712458,75
7343_2023,2023,CO216,7343,4,28,H,62,,7343_2023_130,0.027549396,0.057378167,0.314374822,0.057592291,0.160175812,1,0.690336651,0.691310259,0.421030156,0.263637838,30.0194114,1.336370429,0.471067707,0.324936896,0.187561996,0.962685989,1.503155755,130
7354_2022,2022,ND259,7354,4,51,L,90,Broad origin-public ,7354_2022_91,0.050703126,0.122282967,0.526987448,0.096156079,0.243598048,1,0.691383847,0.623321919,0.545774541,0.485620117,18.57242473,1.341055786,0.433966676,0.367758544,0.186589972,1.163348403,1.922040257,91
7405_2022,2022,CM99,7405,7,45,L,90,SS-B14,7405_2022_74,0.034117331,0.065409117,0.325554051,0.059072864,0.118939363,0.793242853,0.692830316,0.665394992,0.429681562,0.284218212,24.77248847,1.347564527,0.336305545,0.464831832,0.209817275,1.737143052,3.451257238,74
7043_2022,2022,PHT11,7043,4,19,H,90,SS-B37,7043_2022_45,0.037784091,0.07412704,0.410268431,0.074407301,0.150694583,1,0.692960484,0.693939996,0.482429779,0.386906674,30.63253117,1.34815237,0.338901126,0.462728988,0.243029373,1.722516117,3.402583513,45
7036_2022,2022,ND249,7036,3,17,H,90,Broad origin-public ,7036_2022_62,0.027539405,0.058952114,0.271458019,0.049211408,0.107280599,0.631657049,0.693070783,0.643157954,0.392469913,0.199169048,21.20345262,1.348650757,0.371068096,0.433484763,0.202012323,1.530355176,2.827272383,62
7127_2023,2023,PHW17,7127,8,9,L,62,,7127_2023_98,0.02889894,0.059146185,0.345050765,0.062441497,0.150489541,1,0.693532846,0.707339776,0.442717528,0.311945217,34.03396238,1.350741336,0.413504977,0.392624418,0.222889623,1.292855455,2.209716595,98
7391_2022,2022,INB101LFY,7391,6,50,L,90,SS-B14,7391_2022_55,0.055058049,0.114073967,0.508101434,0.091606779,0.195184543,1,0.6944955,0.633306084,0.537823078,0.476194232,19.83936428,1.355111124,0.361160733,0.44493549,0.187252174,1.603184792,3.021081735,55
7021_2022,2022,LH123HT,7021,3,32,H,90,NSS-Oh43,7021_2022_55,0.049347581,0.109174815,0.518048534,0.092389576,0.202280508,1,0.69730076,0.651878983,0.544804841,0.487811356,22.51624516,1.367956595,0.372928702,0.438366368,0.2127837,1.561040305,2.87346754,55
7343_2022,2022,DKHBA1,7343,4,40,L,90,Mixed,7343_2022_55,0.053407458,0.112891363,0.53389062,0.094797455,0.200613177,1,0.698427698,0.650913705,0.553782293,0.500851457,22.36573364,1.373164299,0.35819876,0.453745024,0.206317439,1.661293879,3.149602315,55
7258_2023,2023,B73,7258,14,20,L,62,,7258_2023_61,0.040914905,0.089049788,0.365182856,0.064650377,0.169115212,0.99556213,0.699183907,0.607911104,0.458396633,0.346995226,16.81725006,1.376674243,0.446878582,0.366963041,0.140350899,1.159373197,1.87687698,61
7359_2022,2022,PHT11,7359,5,53,L,90,SS-B37,7359_2022_55,0.048980513,0.099014365,0.459943902,0.081304117,0.169164044,1,0.699567983,0.64571822,0.514669089,0.444743588,21.57810576,1.378461708,0.350782817,0.4622098,0.191078454,1.718922362,3.309584562,55
7099_2022,2022,CO236,7099,7,30,H,90,Broad origin-public ,7099_2022_68,0.033973978,0.080385442,0.357328402,0.063066115,0.159234361,0.894706806,0.699966996,0.632703223,0.453843463,0.338755297,19.75969634,1.380322103,0.432604769,0.383484942,0.182700121,1.244040795,2.059869544,68
7401_2022,2022,LH38,7401,7,49,L,90,NSS-Oh43,7401_2022_74,0.041236557,0.074364222,0.384808777,0.067878465,0.134145081,0.866926182,0.700108778,0.67609497,0.471047443,0.371368396,26.77699645,1.380984007,0.32801432,0.483017309,0.19860518,1.868601473,3.78265424,74
7200_2023,2023,DK8M129,7200,11,3,L,62,,7200_2023_61,0.043359224,0.087637189,0.398211441,0.070176203,0.168845985,1,0.700349897,0.639240769,0.479311428,0.386433693,20.64669723,1.382110666,0.412805953,0.404483647,0.158825091,1.358430027,2.324576495,61
7001_2022,2022,LH82,7001,2,15,H,90,Mixed,7001_2022_55,0.040821924,0.094855045,0.465580362,0.081966302,0.182752569,1,0.700605236,0.661495174,0.518422626,0.451237408,24.09175503,1.383305174,0.380729438,0.436238512,0.22513707,1.547599547,2.806213599,55
7119_2023,2023,PHK93,7119,7,4,L,62,,7119_2023_130,0.032924353,0.084862216,0.365828246,0.064291142,0.198350981,1,0.701054434,0.623412416,0.459775949,0.350992608,18.58342388,1.385410065,0.510427792,0.296851172,0.158137806,0.844348055,1.249272461,130
7355_2022,2022,CM37,7355,4,52,L,90,Broad origin-public ,7355_2022_55,0.054198975,0.111064229,0.478448212,0.084032462,0.188001317,1,0.701207647,0.623199711,0.525896701,0.462957256,18.55758505,1.386129028,0.382190974,0.435812289,0.158687649,1.54491947,2.793595207,55
7534_2023,2023,LH82,7534,13,32,H,62,,7534_2023_98,0.031138913,0.067348684,0.379369508,0.066507346,0.162723881,0.987383178,0.70167841,0.698473511,0.468538818,0.367886726,31.7297474,1.388341373,0.419735724,0.399646318,0.217352443,1.331369592,2.251646528,98
7464_2023,2023,PHG80,7464,10,29,H,62,,7464_2023_98,0.034648944,0.067854008,0.404375209,0.070878794,0.171934725,0.982242991,0.701722474,0.712622576,0.483758131,0.39522724,35.51550821,1.388548706,0.416187416,0.403325486,0.210718632,1.351911221,2.30011719,98
7434_2023,2023,W802G,7434,8,39,H,62,,7434_2023_130,0.028321781,0.06354094,0.320403254,0.056152769,0.17340349,1,0.701756097,0.669009502,0.43062674,0.292835333,25.42649898,1.388706936,0.510771179,0.297686829,0.160498431,0.847732442,1.253721621,130
7253_2023,2023,ND259,7253,14,15,L,62,,7253_2023_98,0.029273999,0.067918958,0.361828042,0.063412376,0.174210588,0.998130841,0.701757531,0.683911892,0.457619319,0.347380709,28.38065506,1.388713687,0.466277375,0.350007338,0.195960403,1.076957814,1.693325647,98
7355_2022,2022,CM37,7355,4,52,L,90,Broad origin-public ,7355_2022_74,0.040520643,0.080381717,0.357700133,0.062591332,0.140608667,0.819058586,0.702152733,0.633028773,0.455204845,0.343013578,19.80266524,1.390575443,0.38394358,0.435656497,0.156965353,1.543940858,2.782605507,74
7402_2022,2022,W117HT,7402,7,48,L,90,Broad origin-public ,7402_2022_91,0.047924308,0.09731784,0.490516801,0.085816162,0.198952728,0.998755251,0.702199362,0.668893824,0.533085857,0.474202554,25.4052137,1.390795336,0.397292576,0.422881738,0.190456569,1.46549422,2.577098486,91
7511_2023,2023,B73,7511,12,36,H,62,,7511_2023_130,0.023995029,0.049621076,0.296589494,0.05182614,0.149891196,1,0.702503935,0.713347423,0.41466519,0.258522129,35.72557038,1.392232849,0.486150858,0.328565829,0.185675422,0.978698562,1.495928356,130
7400_2022,2022,K64,7400,7,50,L,90,Mixed,7400_2022_74,0.050252115,0.093401634,0.446652908,0.077709974,0.164938235,0.753269148,0.703602308,0.654102959,0.509498871,0.439339764,22.86816851,1.397434226,0.359484463,0.460625822,0.166473583,1.708001016,3.229626153,74
7338_2023,2023,H84,7338,3,28,H,62,,7338_2023_61,0.045176903,0.088681387,0.425447853,0.073999423,0.170080241,1,0.703674736,0.655022978,0.497298081,0.419624428,23.01588711,1.397778167,0.393645322,0.428808673,0.169464247,1.501453729,2.657841776,61
7527_2023,2023,INB101LFY,7527,13,39,H,62,,7527_2023_75,0.004614676,0.006671419,0.024222908,0.004205138,0.012960681,0.531629228,0.704155678,0.568113654,0.118725003,-0.755107231,13.18305684,1.400065054,0.510056817,0.302881656,-0.031598494,0.868953337,1.286296806,75
7005_2022,2022,DKHBA1,7005,2,19,H,90,Mixed,7005_2022_62,0.026095634,0.055109095,0.267089508,0.046342929,0.098259956,0.618553304,0.704287601,0.657918473,0.394295674,0.212388959,23.489139,1.400693268,0.359031751,0.462104283,0.206058458,1.718192831,3.251911016,62
7235_2023,2023,PHG80,7235,13,8,L,62,,7235_2023_61,0.045291739,0.098559136,0.41223123,0.071297609,0.188177883,1,0.705094699,0.614091641,0.490296327,0.408888115,17.493955,1.404545294,0.450448222,0.373167799,0.138198334,1.190646549,1.916947483,61
7052_2022,2022,MS222,7052,4,28,H,90,SS-B37,7052_2022_55,0.051397069,0.113729568,0.559796086,0.096703295,0.214035794,1,0.705397148,0.662285861,0.571545566,0.528362831,24.22774178,1.40599263,0.377591694,0.446815776,0.211675931,1.615432099,2.946841625,55
7351_2023,2023,LH195,7351,4,36,H,62,,7351_2023_61,0.043185291,0.091456641,0.411801181,0.071076375,0.181464483,1,0.705613259,0.636541602,0.490326362,0.409312866,20.27424462,1.407028092,0.437109895,0.388252198,0.153699961,1.269321105,2.086607898,61
7307_2022,2022,DK8M129,7307,2,42,L,90,Mixed,7307_2022_55,0.044813576,0.095561822,0.461962874,0.079691434,0.170469344,1,0.705747992,0.657192506,0.519410532,0.456218857,23.3692786,1.407674186,0.362878269,0.460908729,0.204599004,1.709946922,3.211062361,55
7446_2023,2023,B73,7446,9,40,H,62,,7446_2023_61,0.040859275,0.088500732,0.377496309,0.065067887,0.172299303,0.997781065,0.705950515,0.62016612,0.4696371,0.373055223,18.19414676,1.408646148,0.451753319,0.373224161,0.14050325,1.190933465,1.913590379,61
7334_2023,2023,N501,7334,3,32,H,62,,7334_2023_130,0.026936944,0.057706424,0.317117072,0.054614586,0.145034792,1,0.706161233,0.692087478,0.430545095,0.296103208,30.19888588,1.409658447,0.452895005,0.372350072,0.1908345,1.186489653,1.903139659,130
7432_2023,2023,PHK76,7432,8,37,H,62,,7432_2023_130,0.02705777,0.057922673,0.312259153,0.053670311,0.151235467,1,0.70666308,0.687058257,0.427475365,0.289962968,29.06251297,1.412073474,0.476146436,0.347412201,0.175967592,1.064721716,1.650422063,130
7385_2023,2023,LH123HT,7385,6,30,H,62,,7385_2023_89,0.028792189,0.062177172,0.282305081,0.048507426,0.109840722,0.803517804,0.706737654,0.639010884,0.406489368,0.243275044,20.61462596,1.412432844,0.387331944,0.439796519,0.179489325,1.570131331,2.811920608,89
7030_2022,2022,W802G,7030,3,23,H,90,Mixed,7030_2022_55,0.044757326,0.09530867,0.45908367,0.078838151,0.174352737,1,0.706878777,0.656168879,0.518447189,0.455530049,23.20165001,1.413113267,0.377243379,0.449502002,0.195470548,1.633074065,2.981020438,55
7401_2022,2022,LH38,7401,7,49,L,90,NSS-Oh43,7401_2022_68,0.036788466,0.082954827,0.396425122,0.068039979,0.163969925,0.971567367,0.707017906,0.653907815,0.481844556,0.39571814,22.83699796,1.413784526,0.413473496,0.414805945,0.190592958,1.417669716,2.423176565,68
7431_2023,2023,CI_91B,7431,8,36,H,62,,7431_2023_130,0.026313513,0.05610398,0.302536737,0.051898428,0.149692205,1,0.707148539,0.687129892,0.420997047,0.276308334,29.0782921,1.414415206,0.485110719,0.337980429,0.170916816,1.021058725,1.562926974,130
7059_2023,2023,B79,7059,4,21,L,62,,7059_2023_48,0.01672314,0.030881618,0.148465766,0.025449109,0.058795602,0.988897224,0.707338329,0.65562232,0.294982028,-0.071740151,23.11279959,1.415332198,0.39582892,0.432642923,0.148411934,1.525116862,2.689043313,48
7198_2023,2023,AM0776,7198,11,5,L,62,,7198_2023_61,0.040108568,0.084209566,0.378734012,0.064799328,0.161580394,1,0.707804027,0.636199442,0.47138544,0.377643991,20.22766529,1.417585839,0.427516498,0.401902329,0.152807896,1.343935441,2.243761378,61
7364_2022,2022,Va85,7364,5,48,L,90,Mixed,7364_2022_55,0.054776057,0.120413291,0.582547574,0.099637496,0.219287208,1,0.707887198,0.657411111,0.584675861,0.546069777,23.40528553,1.417988865,0.37516602,0.453036429,0.204578459,1.656550646,3.036032097,55
7032_2022,2022,NC232,7032,3,21,H,90,Mixed,7032_2022_55,0.042922027,0.091189801,0.445064322,0.075822598,0.16465614,1,0.708871177,0.659900793,0.511610023,0.446358118,23.82061808,1.422769289,0.369402895,0.459896296,0.199813812,1.702992564,3.156557486,55
7441_2023,2023,PHJ70,7441,9,45,H,62,,7441_2023_75,0.004149994,0.005911078,0.024542139,0.00417658,0.011795649,0.633126935,0.709138837,0.611792869,0.120174909,-0.747926503,17.23818125,1.42407361,0.47701977,0.350777818,0.002253882,1.080609469,1.672972118,75
7515_2023,2023,PHTE4,7515,12,40,H,62,,7515_2023_75,0.004280076,0.00647303,0.025145078,0.004276603,0.013220539,0.554576095,0.70928901,0.590549188,0.121662566,-0.742395328,15.09005194,1.424806153,0.511165538,0.310813169,-0.000262697,0.901970714,1.333254062,75
7327_2022,2022,ND249,7327,3,47,L,90,Broad origin-public ,7327_2022_62,0.027916864,0.060204188,0.275939473,0.046926856,0.110146188,0.668311133,0.709310933,0.641794893,0.40303989,0.237392278,21.00749431,1.424913136,0.40248365,0.429420985,0.172588742,1.505211283,2.622509282,62
7248_2023,2023,R134,7248,14,10,L,62,,7248_2023_98,0.032615921,0.06979359,0.386780468,0.065770769,0.1707202,0.956775701,0.709333381,0.694272643,0.477182245,0.3892297,30.71128536,1.425022695,0.443777754,0.387551586,0.194205771,1.265581156,2.058708332,98
7326_2022,2022,H122w,7326,3,48,L,90,SS-B73,7326_2022_55,0.048350963,0.106852924,0.486907147,0.082679263,0.188202732,1,0.709686672,0.640080466,0.535607265,0.482863251,20.76440431,1.426748536,0.389555123,0.442453035,0.182400647,1.587141758,2.830691768,55
7407_2022,2022,NC236,7407,7,43,L,90,Mixed,7407_2022_55,0.057900296,0.133597795,0.628311716,0.106621072,0.245365378,1,0.709848101,0.649307974,0.608540149,0.574703721,22.11829955,1.42753811,0.394175134,0.438315644,0.198564184,1.560718717,2.760086875,55
7400_2023,2023,W601S,7400,6,45,H,62,,7400_2023_98,0.032216958,0.066673589,0.381224512,0.06450705,0.175154256,1,0.710556508,0.702282332,0.47438977,0.385176301,32.69293923,1.431010406,0.461681562,0.370377642,0.184352312,1.176507273,1.86240813,98
7097_2023,2023,52220,7097,6,19,L,62,,7097_2023_61,0.04275659,0.081986012,0.39409813,0.066386474,0.158675468,0.99852071,0.711666912,0.65558184,0.482930163,0.40111384,23.10623706,1.436477391,0.410060418,0.425893463,0.14891958,1.483673973,2.550928901,61
7015_2022,2022,R181B,7015,2,29,H,90,Broad origin-public ,7015_2022_55,0.048700869,0.106919502,0.517511407,0.087136548,0.198567029,1,0.711777581,0.657545773,0.553471929,0.509027087,23.42750285,1.437023898,0.390021302,0.445404249,0.193565262,1.606230297,2.86227229,55
7061_2022,2022,MS200,7061,5,30,H,90,Broad origin-public ,7061_2022_55,0.053280628,0.118021441,0.606586862,0.102101559,0.224240034,1,0.711857691,0.674247616,0.599267672,0.565570739,26.41582469,1.437419679,0.374265731,0.46020035,0.217717283,1.705078354,3.130437219,55
7387_2022,2022,DE3,7387,6,46,L,90,NSS-Oh43,7387_2022_55,0.052224626,0.110740748,0.584849619,0.09837441,0.203828962,1,0.712028834,0.68159206,0.588544286,0.553273552,27.89160572,1.438265734,0.348952268,0.483112723,0.226414262,1.869315593,3.613126696,55
7112_2022,2022,W601S,7112,7,17,H,90,NSS-Mo17,7112_2022_55,0.040889873,0.090348532,0.437466356,0.073427733,0.174638823,1,0.712552035,0.657650688,0.50930979,0.445419392,23.44483153,1.440856622,0.407999739,0.429382959,0.186315159,1.504977693,2.596825437,55
7434_2023,2023,W802G,7434,8,39,H,62,,7434_2023_75,0.004902653,0.00682948,0.02744239,0.00458726,0.013781148,0.60005211,0.713561653,0.601452737,0.127704911,-0.717963989,16.14613536,1.445875169,0.50052721,0.331394215,-0.022885829,0.991299273,1.485904766,75
7257_2023,2023,R181B,7257,14,19,L,62,,7257_2023_61,0.044367629,0.09859824,0.435752101,0.072795838,0.191778987,1,0.71371101,0.630960318,0.508965501,0.445736098,19.53172739,1.446619709,0.449714552,0.388782514,0.148234222,1.272157695,2.050484594,61
7351_2022,2022,MS222,7351,4,48,L,90,SS-B37,7351_2022_55,0.054246512,0.128868716,0.553762975,0.092503649,0.229420386,1,0.713729147,0.62243559,0.573771928,0.536505034,18.46514947,1.446710159,0.425307595,0.414133656,0.166755613,1.4137479,2.368903876,55
7427_2023,2023,CM37,7427,8,32,H,62,,7427_2023_75,0.005123146,0.007941605,0.027831293,0.004626843,0.015542166,0.61203752,0.714903961,0.55599879,0.12879811,-0.713193821,12.28146578,1.452586369,0.541192827,0.283332879,-0.031932679,0.790695904,1.125860133,75
7361_2022,2022,B8,7361,5,51,L,90,Broad origin-public ,7361_2022_68,0.04262952,0.094299772,0.430160074,0.071359384,0.185318854,0.970857143,0.715427257,0.640392786,0.50665155,0.443368186,20.8084107,1.455214854,0.443977919,0.397806016,0.155029364,1.321188938,2.148493846,68
7127_2023,2023,PHW17,7127,8,9,L,62,,7127_2023_75,0.004478471,0.007084774,0.0269903,0.00446967,0.014038316,0.66154247,0.715850333,0.584166772,0.126970077,-0.719716894,14.51320807,1.457344956,0.517000931,0.315681718,-0.000626927,0.922616644,1.353585868,75
7036_2022,2022,ND249,7036,3,17,H,90,Broad origin-public ,7036_2022_91,0.030929108,0.070899063,0.380449684,0.062986076,0.150836551,0.998756412,0.715917922,0.685834675,0.476736706,0.393571743,28.79476007,1.457685671,0.410856775,0.432183478,0.212527851,1.522264541,2.613681178,91
7014_2022,2022,PHVA9,7014,2,28,H,90,SS-B37,7014_2022_55,0.044384781,0.096567441,0.50174994,0.083034746,0.180968703,1,0.716016004,0.67720329,0.547546144,0.503955886,26.9968574,1.4581803,0.370957112,0.469858616,0.213572647,1.772578527,3.275485305,55
7372_2022,2022,L289,7372,5,40,L,90,Mixed,7372_2022_55,0.056265106,0.119315594,0.590677541,0.097625334,0.215524915,1,0.716330303,0.663896485,0.594296422,0.562733239,24.50792266,1.459766955,0.376495249,0.465333023,0.191904625,1.740646208,3.181967424,55
7396_2022,2022,LH145,7396,7,54,L,90,SS-B14,7396_2022_55,0.050950364,0.107247829,0.485060919,0.080128608,0.180233675,0.999321229,0.716454024,0.637865119,0.538623601,0.491912614,20.45575678,1.460392211,0.38448375,0.458183858,0.161891189,1.691289067,3.045073073,55
7022_2022,2022,PHR25,7022,3,31,H,90,IDT,7022_2022_55,0.049306698,0.104367691,0.536502195,0.08842765,0.195141403,1,0.716999754,0.674293665,0.566806262,0.529968001,26.42474807,1.463154819,0.376323692,0.466567046,0.200474894,1.749299671,3.198845345,55
7089_2022,2022,CI_91B,7089,6,27,H,90,Mixed,7089_2022_55,0.046274789,0.099208012,0.540461842,0.088919219,0.193742511,1,0.717439165,0.689814953,0.569169889,0.533254769,29.67813323,1.465384713,0.370843595,0.472238185,0.220108792,1.789588301,3.30765543,55
7462_2023,2023,A321,7462,10,27,H,62,,7462_2023_98,0.027979836,0.057407574,0.353946564,0.058206606,0.152753467,1,0.717548668,0.720884908,0.460660192,0.365542938,38.01342601,1.465941174,0.448174196,0.397065492,0.197879437,1.317109856,2.127972255,98
7405_2022,2022,CM99,7405,7,45,L,90,SS-B14,7405_2022_62,0.027427671,0.061950735,0.284053282,0.046539183,0.114197061,0.684913438,0.718449826,0.641907423,0.413088324,0.268398218,21.02358119,1.470532255,0.420924841,0.426506151,0.16735555,1.487395731,2.510516528,62
7517_2022,2022,A654,7517,13,47,L,90,Broad origin-public ,7517_2022_55,0.070806816,0.192644476,0.801005726,0.131212624,0.349541135,1,0.718493797,0.612248907,0.693716217,0.660432833,17.2885321,1.470756804,0.454137918,0.392391311,0.17281459,1.291592164,2.067822425,55
7260_2023,2023,Oh7B,7260,14,22,L,62,,7260_2023_98,0.02728505,0.06080553,0.341483327,0.055920714,0.152355334,0.966588785,0.718569978,0.697702141,0.452986446,0.351762557,31.53935819,1.47114596,0.463013491,0.382975267,0.187953144,1.241361152,1.961204316,98
7547_2023,2023,PHKM5,7547,14,32,H,62,,7547_2023_98,0.03091081,0.061531448,0.383018589,0.062668211,0.153777979,0.998831776,0.718779147,0.723174253,0.479855365,0.401368135,38.74765582,1.47221523,0.420934958,0.427053047,0.206514621,1.490724559,2.516092566,98
7371_2023,2023,A659,7371,5,35,H,62,,7371_2023_75,0.00577372,0.008972258,0.032821587,0.005366361,0.018055027,0.782699323,0.718950021,0.570642136,0.140495321,-0.665636093,13.38183424,1.47308957,0.54175551,0.290242586,-0.022562082,0.817864188,1.163759847,75
